Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,8.500000e-01
2,6,2,3,1,2.550000e+00
3,3,1,3,4,2.550000e+00
4,5,2,2,2,2.550000e+00
5,4,2,1,2,1.700000e+00
6,3,1,3,1,1.700000e+00
7,4,2,1,2,1.700000e+00
8,3,1,3,1,1.700000e+00
9,3,1,3,1,1.700000e+00
10,4,2,1,2,8.500000e-01
11,1,1,1,3,2.550000e+00
12,3,1,3,2,1.700000e+00
13,3,1,3,3,2.550000e+00
14,1,1,1,4,8.500000e-01
15,5,2,2,4,2.550000e+00
16,1,1,1,3,8.500000e-01
17,4,2,1,2,8.500000e-01
18,6,2,3,1,1.700000e+00
19,3,1,3,3,8.500000e-01
20,6,2,3,2,2.550000e+00
21,1,1,1,4,2.550000e+00
22,6,2,3,1,2.550000e+00
23,4,2,1,1,8.500000e-01
24,1,1,1,3,2.550000e+00
25,3,1,3,4,2.550000e+00
26,2,1,2,3,8.500000e-01
27,3,1,3,3,8.500000e-01
28,6,2,3,1,1.700000e+00
29,3,1,3,4,1.700000e+00
30,2,1,2,2,2.550000e+00
31,6,2,3,4,2.550000e+00
32,6,2,3,2,1.700000e+00
33,2,1,2,4,1.700000e+00
34,4,2,1,4,1.700000e+00
35,1,1,1,3,8.500000e-01
36,4,2,1,2,1.700000e+00
37,1,1,1,3,2.550000e+00
38,6,2,3,3,8.500000e-01
39,6,2,3,3,1.700000e+00
40,1,1,1,1,1.700000e+00
41,4,2,1,3,1.700000e+00
42,2,1,2,1,8.500000e-01
43,6,2,3,4,8.500000e-01
44,1,1,1,4,1.700000e+00
45,5,2,2,3,8.500000e-01
46,4,2,1,1,8.500000e-01
47,4,2,1,2,8.500000e-01
48,1,1,1,4,2.550000e+00
49,3,1,3,2,8.500000e-01
50,5,2,2,3,1.700000e+00
51,5,2,2,4,8.500000e-01
52,4,2,1,1,2.550000e+00
53,6,2,3,4,2.550000e+00
54,1,1,1,3,2.550000e+00
