Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,1,8.500000e-01
2,2,1,2,3,8.500000e-01
3,4,2,1,2,1.700000e+00
4,4,2,1,1,8.500000e-01
5,4,2,1,1,8.500000e-01
6,1,1,1,3,2.550000e+00
7,3,1,3,4,2.550000e+00
8,2,1,2,3,8.500000e-01
9,5,2,2,4,8.500000e-01
10,6,2,3,1,2.550000e+00
11,3,1,3,4,1.700000e+00
12,6,2,3,4,2.550000e+00
13,1,1,1,4,2.550000e+00
14,1,1,1,3,2.550000e+00
15,6,2,3,1,2.550000e+00
16,4,2,1,2,1.700000e+00
17,2,1,2,2,2.550000e+00
18,5,2,2,3,1.700000e+00
19,1,1,1,3,2.550000e+00
20,3,1,3,3,2.550000e+00
21,6,2,3,2,1.700000e+00
22,3,1,3,3,8.500000e-01
23,1,1,1,4,1.700000e+00
24,4,2,1,1,2.550000e+00
25,6,2,3,4,8.500000e-01
26,4,2,1,2,1.700000e+00
27,6,2,3,1,1.700000e+00
28,3,1,3,4,2.550000e+00
29,1,1,1,3,8.500000e-01
30,3,1,3,1,1.700000e+00
31,4,2,1,2,8.500000e-01
32,3,1,3,1,1.700000e+00
33,2,1,2,4,1.700000e+00
34,1,1,1,3,2.550000e+00
35,6,2,3,3,1.700000e+00
36,1,1,1,4,2.550000e+00
37,4,2,1,2,8.500000e-01
38,3,1,3,2,8.500000e-01
39,6,2,3,2,2.550000e+00
40,3,1,3,3,8.500000e-01
41,3,1,3,2,1.700000e+00
42,4,2,1,3,1.700000e+00
43,6,2,3,3,8.500000e-01
44,5,2,2,2,2.550000e+00
45,6,2,3,4,2.550000e+00
46,5,2,2,4,2.550000e+00
47,1,1,1,4,8.500000e-01
48,5,2,2,3,8.500000e-01
49,1,1,1,3,8.500000e-01
50,1,1,1,1,1.700000e+00
51,3,1,3,1,1.700000e+00
52,6,2,3,1,1.700000e+00
53,4,2,1,4,1.700000e+00
54,4,2,1,2,8.500000e-01
