Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,4,2.550000e+00
2,6,2,3,4,1.700000e+00
3,1,1,1,4,1.700000e+00
4,4,2,1,1,2.550000e+00
5,3,1,3,1,1.700000e+00
6,6,2,3,1,2.550000e+00
7,1,1,1,1,2.550000e+00
8,4,2,1,4,2.550000e+00
9,2,1,2,2,1.700000e+00
10,1,1,1,2,1.700000e+00
11,1,1,1,1,2.550000e+00
12,4,2,1,4,8.500000e-01
13,5,2,2,2,8.500000e-01
14,1,1,1,1,2.550000e+00
15,6,2,3,4,2.550000e+00
16,3,1,3,2,1.700000e+00
17,4,2,1,4,8.500000e-01
18,1,1,1,4,8.500000e-01
19,6,2,3,1,8.500000e-01
20,1,1,1,2,1.700000e+00
21,3,1,3,3,2.550000e+00
22,1,1,1,2,8.500000e-01
23,3,1,3,3,8.500000e-01
24,3,1,3,1,8.500000e-01
25,4,2,1,1,2.550000e+00
26,6,2,3,3,2.550000e+00
27,2,1,2,2,2.550000e+00
28,6,2,3,2,1.700000e+00
29,6,2,3,2,1.700000e+00
30,4,2,1,3,2.550000e+00
31,3,1,3,2,1.700000e+00
32,5,2,2,3,8.500000e-01
33,4,2,1,1,1.700000e+00
34,6,2,3,3,8.500000e-01
35,1,1,1,2,1.700000e+00
36,2,1,2,4,8.500000e-01
37,4,2,1,1,8.500000e-01
38,6,2,3,4,1.700000e+00
39,4,2,1,2,1.700000e+00
40,4,2,1,2,8.500000e-01
41,5,2,2,2,1.700000e+00
42,3,1,3,4,2.550000e+00
43,3,1,3,3,2.550000e+00
44,1,1,1,4,8.500000e-01
45,6,2,3,1,8.500000e-01
46,3,1,3,3,1.700000e+00
47,5,2,2,1,1.700000e+00
48,2,1,2,1,1.700000e+00
49,1,1,1,1,2.550000e+00
50,6,2,3,2,8.500000e-01
51,2,1,2,2,8.500000e-01
52,3,1,3,1,8.500000e-01
53,3,1,3,3,2.550000e+00
54,4,2,1,3,2.550000e+00
