Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,2,1.700000e+00
2,6,2,3,2,8.500000e-01
3,1,1,1,2,1.700000e+00
4,5,2,2,1,1.700000e+00
5,2,1,2,4,8.500000e-01
6,2,1,2,1,1.700000e+00
7,3,1,3,4,2.550000e+00
8,4,2,1,3,2.550000e+00
9,4,2,1,4,2.550000e+00
10,1,1,1,1,2.550000e+00
11,1,1,1,4,8.500000e-01
12,5,2,2,3,8.500000e-01
13,6,2,3,4,1.700000e+00
14,1,1,1,1,2.550000e+00
15,4,2,1,1,1.700000e+00
16,6,2,3,2,1.700000e+00
17,4,2,1,1,2.550000e+00
18,4,2,1,4,8.500000e-01
19,3,1,3,1,1.700000e+00
20,6,2,3,2,1.700000e+00
21,6,2,3,3,8.500000e-01
22,2,1,2,2,2.550000e+00
23,6,2,3,3,2.550000e+00
24,3,1,3,1,8.500000e-01
25,4,2,1,1,8.500000e-01
26,5,2,2,2,8.500000e-01
27,4,2,1,1,2.550000e+00
28,3,1,3,1,8.500000e-01
29,1,1,1,1,2.550000e+00
30,5,2,2,2,1.700000e+00
31,1,1,1,1,2.550000e+00
32,3,1,3,3,2.550000e+00
33,6,2,3,1,8.500000e-01
34,3,1,3,3,8.500000e-01
35,6,2,3,1,2.550000e+00
36,4,2,1,2,1.700000e+00
37,6,2,3,4,1.700000e+00
38,1,1,1,4,8.500000e-01
39,5,2,2,4,2.550000e+00
40,2,1,2,2,1.700000e+00
41,6,2,3,4,2.550000e+00
42,3,1,3,3,2.550000e+00
43,3,1,3,2,1.700000e+00
44,2,1,2,2,8.500000e-01
45,3,1,3,3,2.550000e+00
46,4,2,1,3,2.550000e+00
47,1,1,1,2,8.500000e-01
48,1,1,1,2,1.700000e+00
49,1,1,1,4,1.700000e+00
50,4,2,1,4,8.500000e-01
51,3,1,3,3,1.700000e+00
52,1,1,1,2,1.700000e+00
53,6,2,3,1,8.500000e-01
54,4,2,1,2,8.500000e-01
