Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,1,2.550000e+00
2,4,2,1,4,2.550000e+00
3,6,2,3,4,2.550000e+00
4,1,1,1,4,8.500000e-01
5,4,2,1,3,2.550000e+00
6,4,2,1,1,8.500000e-01
7,4,2,1,1,2.550000e+00
8,6,2,3,1,2.550000e+00
9,3,1,3,3,2.550000e+00
10,3,1,3,3,8.500000e-01
11,1,1,1,4,1.700000e+00
12,6,2,3,2,1.700000e+00
13,4,2,1,1,2.550000e+00
14,1,1,1,2,1.700000e+00
15,3,1,3,1,8.500000e-01
16,5,2,2,3,8.500000e-01
17,4,2,1,1,1.700000e+00
18,6,2,3,4,1.700000e+00
19,6,2,3,4,1.700000e+00
20,4,2,1,2,8.500000e-01
21,6,2,3,1,8.500000e-01
22,1,1,1,4,8.500000e-01
23,2,1,2,2,1.700000e+00
24,3,1,3,1,1.700000e+00
25,1,1,1,1,2.550000e+00
26,4,2,1,4,8.500000e-01
27,5,2,2,2,8.500000e-01
28,1,1,1,2,1.700000e+00
29,1,1,1,2,8.500000e-01
30,2,1,2,1,1.700000e+00
31,3,1,3,3,2.550000e+00
32,1,1,1,1,2.550000e+00
33,5,2,2,1,1.700000e+00
34,3,1,3,4,2.550000e+00
35,5,2,2,2,1.700000e+00
36,1,1,1,2,1.700000e+00
37,6,2,3,2,1.700000e+00
38,2,1,2,2,8.500000e-01
39,3,1,3,2,1.700000e+00
40,6,2,3,3,8.500000e-01
41,3,1,3,3,1.700000e+00
42,6,2,3,2,8.500000e-01
43,3,1,3,3,2.550000e+00
44,6,2,3,3,2.550000e+00
45,6,2,3,1,8.500000e-01
46,4,2,1,4,8.500000e-01
47,3,1,3,2,1.700000e+00
48,4,2,1,2,1.700000e+00
49,5,2,2,4,2.550000e+00
50,1,1,1,1,2.550000e+00
51,3,1,3,1,8.500000e-01
52,4,2,1,3,2.550000e+00
53,2,1,2,4,8.500000e-01
54,2,1,2,2,2.550000e+00
