Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,2,2.550000e+00
2,6,2,3,4,1.700000e+00
3,1,1,1,4,2.550000e+00
4,1,1,1,4,2.550000e+00
5,2,1,2,4,8.500000e-01
6,2,1,2,2,1.700000e+00
7,4,2,1,1,1.700000e+00
8,5,2,2,1,8.500000e-01
9,3,1,3,1,8.500000e-01
10,2,1,2,2,1.700000e+00
11,3,1,3,1,1.700000e+00
12,6,2,3,1,2.550000e+00
13,3,1,3,3,2.550000e+00
14,1,1,1,4,2.550000e+00
15,4,2,1,4,8.500000e-01
16,1,1,1,2,2.550000e+00
17,1,1,1,1,1.700000e+00
18,4,2,1,1,8.500000e-01
19,3,1,3,4,8.500000e-01
20,5,2,2,4,2.550000e+00
21,1,1,1,1,1.700000e+00
22,6,2,3,1,2.550000e+00
23,1,1,1,3,8.500000e-01
24,6,2,3,3,2.550000e+00
25,5,2,2,4,1.700000e+00
26,3,1,3,4,2.550000e+00
27,6,2,3,2,1.700000e+00
28,3,1,3,3,8.500000e-01
29,4,2,1,4,2.550000e+00
30,4,2,1,2,8.500000e-01
31,3,1,3,3,8.500000e-01
32,1,1,1,2,1.700000e+00
33,3,1,3,1,1.700000e+00
34,2,1,2,4,1.700000e+00
35,2,1,2,2,2.550000e+00
36,4,2,1,2,2.550000e+00
37,4,2,1,3,8.500000e-01
38,5,2,2,4,2.550000e+00
39,1,1,1,3,8.500000e-01
40,5,2,2,2,1.700000e+00
41,4,2,1,3,8.500000e-01
42,6,2,3,4,8.500000e-01
43,3,1,3,1,1.700000e+00
44,4,2,1,1,8.500000e-01
45,6,2,3,2,8.500000e-01
46,4,2,1,4,2.550000e+00
47,6,2,3,3,2.550000e+00
48,6,2,3,2,8.500000e-01
49,1,1,1,3,1.700000e+00
50,3,1,3,3,8.500000e-01
51,6,2,3,2,1.700000e+00
52,6,2,3,1,1.700000e+00
53,1,1,1,3,2.550000e+00
54,4,2,1,1,1.700000e+00
