Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,8.500000e-01
2,1,1,1,3,2.550000e+00
3,3,1,3,3,2.550000e+00
4,1,1,1,4,2.550000e+00
5,4,2,1,1,8.500000e-01
6,3,1,3,1,2.550000e+00
7,4,2,1,1,1.700000e+00
8,1,1,1,3,2.550000e+00
9,4,2,1,4,1.700000e+00
10,6,2,3,1,1.700000e+00
11,3,1,3,3,1.700000e+00
12,6,2,3,1,2.550000e+00
13,5,2,2,2,1.700000e+00
14,6,2,3,4,2.550000e+00
15,4,2,1,3,8.500000e-01
16,6,2,3,4,1.700000e+00
17,3,1,3,1,8.500000e-01
18,3,1,3,1,2.550000e+00
19,1,1,1,1,2.550000e+00
20,2,1,2,4,2.550000e+00
21,6,2,3,2,8.500000e-01
22,6,2,3,2,8.500000e-01
23,2,1,2,4,1.700000e+00
24,6,2,3,4,8.500000e-01
25,3,1,3,2,8.500000e-01
26,3,1,3,4,1.700000e+00
27,4,2,1,2,8.500000e-01
28,5,2,2,1,8.500000e-01
29,5,2,2,3,2.550000e+00
30,3,1,3,2,1.700000e+00
31,4,2,1,4,1.700000e+00
32,1,1,1,3,2.550000e+00
33,3,1,3,3,8.500000e-01
34,6,2,3,2,1.700000e+00
35,6,2,3,1,2.550000e+00
36,1,1,1,3,8.500000e-01
37,1,1,1,4,1.700000e+00
38,1,1,1,3,2.550000e+00
39,5,2,2,1,8.500000e-01
40,5,2,2,2,8.500000e-01
41,3,1,3,2,8.500000e-01
42,3,1,3,1,1.700000e+00
43,4,2,1,2,2.550000e+00
44,4,2,1,4,1.700000e+00
45,1,1,1,3,2.550000e+00
46,1,1,1,4,1.700000e+00
47,2,1,2,1,8.500000e-01
48,2,1,2,4,1.700000e+00
49,4,2,1,3,2.550000e+00
50,4,2,1,3,2.550000e+00
51,1,1,1,2,8.500000e-01
52,6,2,3,1,8.500000e-01
53,4,2,1,2,1.700000e+00
54,6,2,3,2,1.700000e+00
