Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,1,2.550000e+00
2,6,2,3,2,1.700000e+00
3,4,2,1,2,1.700000e+00
4,5,2,2,1,8.500000e-01
5,4,2,1,4,1.700000e+00
6,6,2,3,4,8.500000e-01
7,6,2,3,1,2.550000e+00
8,6,2,3,4,2.550000e+00
9,5,2,2,2,8.500000e-01
10,5,2,2,3,2.550000e+00
11,6,2,3,1,8.500000e-01
12,4,2,1,1,1.700000e+00
13,4,2,1,3,8.500000e-01
14,3,1,3,1,8.500000e-01
15,6,2,3,2,1.700000e+00
16,4,2,1,3,2.550000e+00
17,2,1,2,4,1.700000e+00
18,1,1,1,3,2.550000e+00
19,3,1,3,1,2.550000e+00
20,1,1,1,3,2.550000e+00
21,1,1,1,2,8.500000e-01
22,3,1,3,2,1.700000e+00
23,2,1,2,4,2.550000e+00
24,3,1,3,2,8.500000e-01
25,1,1,1,3,2.550000e+00
26,4,2,1,4,1.700000e+00
27,6,2,3,2,8.500000e-01
28,5,2,2,1,8.500000e-01
29,3,1,3,3,8.500000e-01
30,1,1,1,3,2.550000e+00
31,2,1,2,3,8.500000e-01
32,3,1,3,3,2.550000e+00
33,3,1,3,2,8.500000e-01
34,4,2,1,3,2.550000e+00
35,3,1,3,4,1.700000e+00
36,1,1,1,3,8.500000e-01
37,4,2,1,2,8.500000e-01
38,1,1,1,4,1.700000e+00
39,1,1,1,4,2.550000e+00
40,1,1,1,4,1.700000e+00
41,5,2,2,2,1.700000e+00
42,3,1,3,1,2.550000e+00
43,1,1,1,1,2.550000e+00
44,6,2,3,1,1.700000e+00
45,4,2,1,2,2.550000e+00
46,4,2,1,4,1.700000e+00
47,4,2,1,1,8.500000e-01
48,2,1,2,1,8.500000e-01
49,6,2,3,2,8.500000e-01
50,2,1,2,4,1.700000e+00
51,6,2,3,4,1.700000e+00
52,1,1,1,3,2.550000e+00
53,3,1,3,3,1.700000e+00
54,3,1,3,1,1.700000e+00
