Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,8.500000e-01
2,6,2,3,2,8.500000e-01
3,3,1,3,4,8.500000e-01
4,3,1,3,4,1.700000e+00
5,6,2,3,1,1.700000e+00
6,1,1,1,2,2.550000e+00
7,3,1,3,4,8.500000e-01
8,2,1,2,3,2.550000e+00
9,2,1,2,1,2.550000e+00
10,4,2,1,3,2.550000e+00
11,1,1,1,1,1.700000e+00
12,4,2,1,3,2.550000e+00
13,1,1,1,4,1.700000e+00
14,1,1,1,1,2.550000e+00
15,5,2,2,1,1.700000e+00
16,6,2,3,1,2.550000e+00
17,6,2,3,4,1.700000e+00
18,6,2,3,3,1.700000e+00
19,3,1,3,4,2.550000e+00
20,4,2,1,4,8.500000e-01
21,1,1,1,2,8.500000e-01
22,1,1,1,2,8.500000e-01
23,6,2,3,1,1.700000e+00
24,4,2,1,4,2.550000e+00
25,3,1,3,3,2.550000e+00
26,1,1,1,2,2.550000e+00
27,4,2,1,2,1.700000e+00
28,4,2,1,3,1.700000e+00
29,4,2,1,4,1.700000e+00
30,6,2,3,3,8.500000e-01
31,1,1,1,4,2.550000e+00
32,5,2,2,2,8.500000e-01
33,3,1,3,1,8.500000e-01
34,1,1,1,3,1.700000e+00
35,3,1,3,2,8.500000e-01
36,3,1,3,2,1.700000e+00
37,6,2,3,4,2.550000e+00
38,1,1,1,1,8.500000e-01
39,5,2,2,3,1.700000e+00
40,6,2,3,4,2.550000e+00
41,3,1,3,4,2.550000e+00
42,5,2,2,4,1.700000e+00
43,4,2,1,3,2.550000e+00
44,2,1,2,4,8.500000e-01
45,1,1,1,1,2.550000e+00
46,5,2,2,3,8.500000e-01
47,2,1,2,3,1.700000e+00
48,4,2,1,1,2.550000e+00
49,3,1,3,1,8.500000e-01
50,2,1,2,1,1.700000e+00
51,4,2,1,2,1.700000e+00
52,6,2,3,1,8.500000e-01
53,3,1,3,2,8.500000e-01
54,4,2,1,2,8.500000e-01
