Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,8.500000e-01
2,6,2,3,2,8.500000e-01
3,6,2,3,4,2.550000e+00
4,1,1,1,2,2.550000e+00
5,3,1,3,1,8.500000e-01
6,1,1,1,1,8.500000e-01
7,1,1,1,1,2.550000e+00
8,6,2,3,1,1.700000e+00
9,2,1,2,3,1.700000e+00
10,3,1,3,1,8.500000e-01
11,1,1,1,3,1.700000e+00
12,4,2,1,1,2.550000e+00
13,3,1,3,4,8.500000e-01
14,5,2,2,4,1.700000e+00
15,1,1,1,1,2.550000e+00
16,6,2,3,3,8.500000e-01
17,2,1,2,1,1.700000e+00
18,1,1,1,2,8.500000e-01
19,4,2,1,4,2.550000e+00
20,6,2,3,1,8.500000e-01
21,4,2,1,2,8.500000e-01
22,6,2,3,4,8.500000e-01
23,6,2,3,1,1.700000e+00
24,3,1,3,2,8.500000e-01
25,2,1,2,1,2.550000e+00
26,1,1,1,1,1.700000e+00
27,3,1,3,4,1.700000e+00
28,1,1,1,4,2.550000e+00
29,4,2,1,3,2.550000e+00
30,1,1,1,2,2.550000e+00
31,4,2,1,3,2.550000e+00
32,4,2,1,2,1.700000e+00
33,4,2,1,3,1.700000e+00
34,5,2,2,3,8.500000e-01
35,2,1,2,3,2.550000e+00
36,3,1,3,3,2.550000e+00
37,3,1,3,2,8.500000e-01
38,6,2,3,4,1.700000e+00
39,4,2,1,2,1.700000e+00
40,5,2,2,3,1.700000e+00
41,5,2,2,2,8.500000e-01
42,1,1,1,4,1.700000e+00
43,4,2,1,3,2.550000e+00
44,4,2,1,4,1.700000e+00
45,4,2,1,4,8.500000e-01
46,3,1,3,4,8.500000e-01
47,3,1,3,2,1.700000e+00
48,3,1,3,4,2.550000e+00
49,6,2,3,1,2.550000e+00
50,5,2,2,1,1.700000e+00
51,2,1,2,4,8.500000e-01
52,6,2,3,3,1.700000e+00
53,3,1,3,4,2.550000e+00
54,6,2,3,4,2.550000e+00
