Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,1,8.500000e-01
2,3,1,3,1,8.500000e-01
3,3,1,3,3,2.550000e+00
4,3,1,3,1,8.500000e-01
5,3,1,3,2,8.500000e-01
6,1,1,1,4,1.700000e+00
7,4,2,1,4,1.700000e+00
8,6,2,3,1,1.700000e+00
9,2,1,2,3,2.550000e+00
10,4,2,1,2,8.500000e-01
11,6,2,3,1,1.700000e+00
12,4,2,1,3,2.550000e+00
13,4,2,1,3,2.550000e+00
14,2,1,2,4,8.500000e-01
15,5,2,2,3,1.700000e+00
16,4,2,1,3,2.550000e+00
17,1,1,1,2,2.550000e+00
18,1,1,1,2,2.550000e+00
19,5,2,2,3,8.500000e-01
20,2,1,2,1,2.550000e+00
21,6,2,3,4,2.550000e+00
22,3,1,3,4,2.550000e+00
23,5,2,2,4,1.700000e+00
24,1,1,1,2,8.500000e-01
25,3,1,3,2,1.700000e+00
26,1,1,1,1,2.550000e+00
27,6,2,3,4,1.700000e+00
28,1,1,1,3,1.700000e+00
29,4,2,1,4,8.500000e-01
30,6,2,3,4,2.550000e+00
31,4,2,1,2,1.700000e+00
32,4,2,1,2,1.700000e+00
33,1,1,1,1,1.700000e+00
34,4,2,1,3,1.700000e+00
35,5,2,2,1,1.700000e+00
36,3,1,3,4,1.700000e+00
37,6,2,3,4,8.500000e-01
38,6,2,3,2,8.500000e-01
39,2,1,2,3,1.700000e+00
40,6,2,3,3,8.500000e-01
41,3,1,3,4,8.500000e-01
42,1,1,1,2,8.500000e-01
43,5,2,2,2,8.500000e-01
44,1,1,1,1,2.550000e+00
45,3,1,3,4,8.500000e-01
46,6,2,3,1,2.550000e+00
47,3,1,3,4,2.550000e+00
48,1,1,1,1,8.500000e-01
49,4,2,1,1,2.550000e+00
50,6,2,3,3,1.700000e+00
51,4,2,1,4,2.550000e+00
52,2,1,2,1,1.700000e+00
53,3,1,3,2,8.500000e-01
54,1,1,1,4,2.550000e+00
