Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,3,8.500000e-01
2,3,1,3,4,2.550000e+00
3,6,2,3,4,2.550000e+00
4,2,1,2,4,8.500000e-01
5,2,1,2,1,2.550000e+00
6,3,1,3,4,8.500000e-01
7,3,1,3,2,8.500000e-01
8,4,2,1,4,1.700000e+00
9,1,1,1,1,2.550000e+00
10,1,1,1,3,1.700000e+00
11,2,1,2,3,1.700000e+00
12,4,2,1,1,2.550000e+00
13,6,2,3,1,1.700000e+00
14,4,2,1,3,2.550000e+00
15,6,2,3,1,2.550000e+00
16,5,2,2,3,8.500000e-01
17,6,2,3,4,1.700000e+00
18,4,2,1,4,8.500000e-01
19,1,1,1,2,8.500000e-01
20,4,2,1,3,2.550000e+00
21,1,1,1,4,1.700000e+00
22,3,1,3,3,2.550000e+00
23,5,2,2,4,1.700000e+00
24,5,2,2,2,8.500000e-01
25,1,1,1,1,1.700000e+00
26,4,2,1,2,8.500000e-01
27,6,2,3,4,8.500000e-01
28,3,1,3,2,1.700000e+00
29,1,1,1,2,8.500000e-01
30,6,2,3,1,1.700000e+00
31,4,2,1,3,2.550000e+00
32,3,1,3,1,8.500000e-01
33,6,2,3,4,2.550000e+00
34,3,1,3,4,2.550000e+00
35,5,2,2,1,1.700000e+00
36,6,2,3,3,1.700000e+00
37,6,2,3,2,8.500000e-01
38,1,1,1,2,2.550000e+00
39,3,1,3,4,8.500000e-01
40,4,2,1,2,1.700000e+00
41,3,1,3,4,1.700000e+00
42,2,1,2,1,1.700000e+00
43,4,2,1,3,1.700000e+00
44,3,1,3,2,8.500000e-01
45,1,1,1,4,2.550000e+00
46,5,2,2,3,1.700000e+00
47,3,1,3,1,8.500000e-01
48,1,1,1,2,2.550000e+00
49,4,2,1,4,2.550000e+00
50,1,1,1,1,8.500000e-01
51,4,2,1,2,1.700000e+00
52,2,1,2,3,2.550000e+00
53,1,1,1,1,2.550000e+00
54,6,2,3,1,8.500000e-01
