Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,2.550000e+00
2,5,2,2,4,1.700000e+00
3,6,2,3,1,1.700000e+00
4,1,1,1,1,2.550000e+00
5,1,1,1,2,8.500000e-01
6,5,2,2,1,1.700000e+00
7,2,1,2,3,2.550000e+00
8,2,1,2,1,2.550000e+00
9,4,2,1,2,1.700000e+00
10,2,1,2,3,1.700000e+00
11,4,2,1,4,2.550000e+00
12,1,1,1,1,1.700000e+00
13,5,2,2,3,8.500000e-01
14,1,1,1,2,8.500000e-01
15,3,1,3,4,2.550000e+00
16,6,2,3,1,1.700000e+00
17,6,2,3,3,8.500000e-01
18,1,1,1,3,1.700000e+00
19,3,1,3,4,8.500000e-01
20,4,2,1,4,8.500000e-01
21,6,2,3,3,1.700000e+00
22,3,1,3,3,2.550000e+00
23,1,1,1,2,2.550000e+00
24,3,1,3,2,8.500000e-01
25,5,2,2,3,1.700000e+00
26,4,2,1,3,2.550000e+00
27,1,1,1,1,2.550000e+00
28,1,1,1,1,8.500000e-01
29,3,1,3,4,8.500000e-01
30,4,2,1,2,1.700000e+00
31,6,2,3,4,2.550000e+00
32,3,1,3,2,8.500000e-01
33,6,2,3,1,2.550000e+00
34,4,2,1,3,1.700000e+00
35,1,1,1,2,2.550000e+00
36,4,2,1,2,8.500000e-01
37,6,2,3,1,8.500000e-01
38,3,1,3,2,1.700000e+00
39,5,2,2,2,8.500000e-01
40,1,1,1,4,2.550000e+00
41,1,1,1,4,1.700000e+00
42,4,2,1,4,1.700000e+00
43,2,1,2,4,8.500000e-01
44,3,1,3,4,2.550000e+00
45,4,2,1,1,2.550000e+00
46,6,2,3,2,8.500000e-01
47,3,1,3,1,8.500000e-01
48,6,2,3,4,1.700000e+00
49,3,1,3,1,8.500000e-01
50,4,2,1,3,2.550000e+00
51,2,1,2,1,1.700000e+00
52,6,2,3,4,8.500000e-01
53,3,1,3,4,1.700000e+00
54,6,2,3,4,2.550000e+00
