Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,8.500000e-01
2,5,2,2,1,1.700000e+00
3,4,2,1,3,2.550000e+00
4,6,2,3,4,2.550000e+00
5,3,1,3,2,8.500000e-01
6,1,1,1,1,2.550000e+00
7,6,2,3,1,1.700000e+00
8,2,1,2,4,8.500000e-01
9,4,2,1,4,1.700000e+00
10,2,1,2,1,2.550000e+00
11,3,1,3,4,2.550000e+00
12,2,1,2,3,2.550000e+00
13,6,2,3,1,8.500000e-01
14,3,1,3,1,8.500000e-01
15,6,2,3,1,1.700000e+00
16,1,1,1,2,8.500000e-01
17,4,2,1,3,1.700000e+00
18,4,2,1,1,2.550000e+00
19,1,1,1,4,1.700000e+00
20,5,2,2,2,8.500000e-01
21,3,1,3,4,1.700000e+00
22,4,2,1,2,8.500000e-01
23,6,2,3,4,8.500000e-01
24,3,1,3,4,8.500000e-01
25,3,1,3,4,8.500000e-01
26,5,2,2,4,1.700000e+00
27,1,1,1,2,2.550000e+00
28,6,2,3,2,8.500000e-01
29,6,2,3,4,2.550000e+00
30,1,1,1,2,2.550000e+00
31,6,2,3,3,1.700000e+00
32,3,1,3,1,8.500000e-01
33,6,2,3,4,1.700000e+00
34,2,1,2,3,1.700000e+00
35,4,2,1,3,2.550000e+00
36,6,2,3,3,8.500000e-01
37,4,2,1,3,2.550000e+00
38,1,1,1,3,1.700000e+00
39,4,2,1,4,8.500000e-01
40,3,1,3,4,2.550000e+00
41,5,2,2,3,1.700000e+00
42,1,1,1,1,1.700000e+00
43,3,1,3,3,2.550000e+00
44,6,2,3,1,2.550000e+00
45,3,1,3,2,8.500000e-01
46,2,1,2,1,1.700000e+00
47,1,1,1,1,2.550000e+00
48,1,1,1,4,2.550000e+00
49,4,2,1,2,1.700000e+00
50,1,1,1,1,8.500000e-01
51,4,2,1,2,1.700000e+00
52,3,1,3,2,1.700000e+00
53,4,2,1,4,2.550000e+00
54,5,2,2,3,8.500000e-01
