Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,1.700000e+00
2,3,1,3,1,1.700000e+00
3,6,2,3,1,2.550000e+00
4,3,1,3,3,8.500000e-01
5,1,1,1,1,1.700000e+00
6,4,2,1,4,8.500000e-01
7,2,1,2,2,1.700000e+00
8,1,1,1,1,1.700000e+00
9,3,1,3,2,2.550000e+00
10,4,2,1,3,8.500000e-01
11,3,1,3,3,8.500000e-01
12,2,1,2,2,1.700000e+00
13,1,1,1,3,8.500000e-01
14,4,2,1,4,2.550000e+00
15,3,1,3,3,2.550000e+00
16,5,2,2,4,2.550000e+00
17,2,1,2,2,2.550000e+00
18,6,2,3,4,8.500000e-01
19,5,2,2,2,1.700000e+00
20,6,2,3,1,2.550000e+00
21,1,1,1,4,2.550000e+00
22,4,2,1,1,1.700000e+00
23,6,2,3,4,1.700000e+00
24,5,2,2,1,8.500000e-01
25,2,1,2,4,1.700000e+00
26,4,2,1,2,2.550000e+00
27,5,2,2,4,1.700000e+00
28,5,2,2,4,2.550000e+00
29,2,1,2,4,8.500000e-01
30,6,2,3,3,2.550000e+00
31,6,2,3,2,8.500000e-01
32,6,2,3,2,1.700000e+00
33,6,2,3,3,2.550000e+00
34,3,1,3,1,1.700000e+00
35,1,1,1,3,8.500000e-01
36,6,2,3,2,8.500000e-01
37,4,2,1,3,8.500000e-01
38,1,1,1,4,2.550000e+00
39,4,2,1,1,8.500000e-01
40,3,1,3,1,8.500000e-01
41,6,2,3,1,1.700000e+00
42,4,2,1,1,1.700000e+00
43,1,1,1,3,1.700000e+00
44,3,1,3,4,8.500000e-01
45,4,2,1,1,8.500000e-01
46,4,2,1,4,2.550000e+00
47,1,1,1,2,2.550000e+00
48,1,1,1,2,1.700000e+00
49,1,1,1,3,2.550000e+00
50,6,2,3,2,1.700000e+00
51,4,2,1,2,8.500000e-01
52,1,1,1,4,2.550000e+00
53,3,1,3,3,8.500000e-01
54,3,1,3,4,2.550000e+00
