Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,2.550000e+00
2,6,2,3,1,8.500000e-01
3,6,2,3,3,1.700000e+00
4,2,1,2,1,8.500000e-01
5,2,1,2,3,8.500000e-01
6,4,2,1,4,8.500000e-01
7,6,2,3,3,8.500000e-01
8,1,1,1,4,8.500000e-01
9,1,1,1,2,8.500000e-01
10,5,2,2,3,8.500000e-01
11,3,1,3,1,2.550000e+00
12,5,2,2,1,2.550000e+00
13,4,2,1,3,2.550000e+00
14,1,1,1,1,1.700000e+00
15,1,1,1,2,2.550000e+00
16,3,1,3,4,8.500000e-01
17,3,1,3,1,1.700000e+00
18,6,2,3,3,2.550000e+00
19,4,2,1,1,8.500000e-01
20,4,2,1,2,1.700000e+00
21,4,2,1,4,8.500000e-01
22,1,1,1,4,1.700000e+00
23,6,2,3,2,2.550000e+00
24,6,2,3,2,1.700000e+00
25,4,2,1,2,2.550000e+00
26,1,1,1,2,2.550000e+00
27,5,2,2,4,1.700000e+00
28,4,2,1,4,2.550000e+00
29,4,2,1,2,2.550000e+00
30,3,1,3,3,1.700000e+00
31,1,1,1,2,1.700000e+00
32,3,1,3,1,1.700000e+00
33,3,1,3,3,8.500000e-01
34,5,2,2,3,2.550000e+00
35,1,1,1,4,2.550000e+00
36,6,2,3,1,1.700000e+00
37,4,2,1,4,8.500000e-01
38,4,2,1,1,2.550000e+00
39,2,1,2,3,1.700000e+00
40,1,1,1,3,1.700000e+00
41,1,1,1,1,8.500000e-01
42,1,1,1,1,8.500000e-01
43,2,1,2,4,1.700000e+00
44,4,2,1,1,2.550000e+00
45,5,2,2,1,1.700000e+00
46,3,1,3,3,2.550000e+00
47,6,2,3,3,1.700000e+00
48,6,2,3,4,1.700000e+00
49,3,1,3,2,8.500000e-01
50,3,1,3,3,8.500000e-01
51,2,1,2,4,2.550000e+00
52,3,1,3,4,8.500000e-01
53,6,2,3,2,2.550000e+00
54,6,2,3,1,1.700000e+00
