Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,2.550000e+00
2,5,2,2,3,2.550000e+00
3,6,2,3,3,1.700000e+00
4,3,1,3,3,2.550000e+00
5,3,1,3,4,8.500000e-01
6,5,2,2,3,8.500000e-01
7,4,2,1,2,2.550000e+00
8,6,2,3,3,1.700000e+00
9,2,1,2,3,8.500000e-01
10,3,1,3,1,1.700000e+00
11,2,1,2,4,1.700000e+00
12,6,2,3,3,2.550000e+00
13,6,2,3,2,2.550000e+00
14,5,2,2,1,1.700000e+00
15,2,1,2,1,8.500000e-01
16,3,1,3,3,8.500000e-01
17,4,2,1,4,2.550000e+00
18,6,2,3,4,1.700000e+00
19,4,2,1,2,1.700000e+00
20,6,2,3,1,1.700000e+00
21,5,2,2,4,1.700000e+00
22,6,2,3,1,1.700000e+00
23,1,1,1,2,2.550000e+00
24,5,2,2,1,2.550000e+00
25,6,2,3,3,8.500000e-01
26,1,1,1,1,1.700000e+00
27,6,2,3,1,8.500000e-01
28,4,2,1,4,8.500000e-01
29,4,2,1,2,2.550000e+00
30,1,1,1,1,8.500000e-01
31,1,1,1,4,8.500000e-01
32,3,1,3,3,8.500000e-01
33,4,2,1,1,2.550000e+00
34,3,1,3,2,8.500000e-01
35,1,1,1,2,1.700000e+00
36,4,2,1,3,2.550000e+00
37,4,2,1,4,8.500000e-01
38,1,1,1,1,8.500000e-01
39,4,2,1,4,8.500000e-01
40,3,1,3,3,1.700000e+00
41,4,2,1,1,2.550000e+00
42,4,2,1,1,8.500000e-01
43,2,1,2,4,2.550000e+00
44,1,1,1,2,2.550000e+00
45,3,1,3,4,8.500000e-01
46,1,1,1,2,8.500000e-01
47,3,1,3,1,2.550000e+00
48,1,1,1,3,1.700000e+00
49,1,1,1,4,2.550000e+00
50,1,1,1,4,1.700000e+00
51,6,2,3,2,1.700000e+00
52,6,2,3,2,2.550000e+00
53,3,1,3,1,1.700000e+00
54,2,1,2,3,1.700000e+00
