Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,2.550000e+00
2,3,1,3,4,8.500000e-01
3,2,1,2,3,1.700000e+00
4,5,2,2,4,1.700000e+00
5,1,1,1,2,8.500000e-01
6,3,1,3,3,1.700000e+00
7,6,2,3,1,1.700000e+00
8,6,2,3,3,1.700000e+00
9,6,2,3,3,2.550000e+00
10,4,2,1,1,2.550000e+00
11,4,2,1,1,2.550000e+00
12,1,1,1,2,2.550000e+00
13,4,2,1,2,1.700000e+00
14,2,1,2,4,1.700000e+00
15,1,1,1,1,8.500000e-01
16,5,2,2,1,2.550000e+00
17,3,1,3,2,8.500000e-01
18,1,1,1,1,8.500000e-01
19,3,1,3,3,8.500000e-01
20,4,2,1,4,8.500000e-01
21,5,2,2,3,8.500000e-01
22,6,2,3,1,1.700000e+00
23,6,2,3,2,2.550000e+00
24,6,2,3,3,8.500000e-01
25,6,2,3,1,8.500000e-01
26,3,1,3,3,2.550000e+00
27,4,2,1,1,8.500000e-01
28,1,1,1,1,1.700000e+00
29,1,1,1,4,8.500000e-01
30,4,2,1,4,8.500000e-01
31,5,2,2,1,1.700000e+00
32,3,1,3,4,8.500000e-01
33,3,1,3,3,8.500000e-01
34,6,2,3,2,1.700000e+00
35,6,2,3,4,1.700000e+00
36,1,1,1,4,1.700000e+00
37,3,1,3,1,2.550000e+00
38,6,2,3,2,2.550000e+00
39,1,1,1,4,2.550000e+00
40,4,2,1,2,2.550000e+00
41,2,1,2,4,2.550000e+00
42,1,1,1,2,2.550000e+00
43,3,1,3,1,2.550000e+00
44,1,1,1,3,1.700000e+00
45,4,2,1,2,2.550000e+00
46,3,1,3,1,1.700000e+00
47,6,2,3,3,1.700000e+00
48,3,1,3,1,1.700000e+00
49,4,2,1,4,2.550000e+00
50,4,2,1,4,8.500000e-01
51,2,1,2,3,8.500000e-01
52,1,1,1,2,1.700000e+00
53,2,1,2,1,8.500000e-01
54,5,2,2,3,2.550000e+00
