Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,1,8.500000e-01
2,3,1,3,3,2.550000e+00
3,3,1,3,1,2.550000e+00
4,6,2,3,3,1.700000e+00
5,2,1,2,4,2.550000e+00
6,6,2,3,3,1.700000e+00
7,3,1,3,4,8.500000e-01
8,4,2,1,4,8.500000e-01
9,1,1,1,4,2.550000e+00
10,3,1,3,1,1.700000e+00
11,4,2,1,4,2.550000e+00
12,3,1,3,2,8.500000e-01
13,6,2,3,1,1.700000e+00
14,4,2,1,1,2.550000e+00
15,3,1,3,1,1.700000e+00
16,4,2,1,2,2.550000e+00
17,1,1,1,2,1.700000e+00
18,5,2,2,3,2.550000e+00
19,4,2,1,1,2.550000e+00
20,1,1,1,1,1.700000e+00
21,5,2,2,1,1.700000e+00
22,1,1,1,2,2.550000e+00
23,2,1,2,3,8.500000e-01
24,4,2,1,4,8.500000e-01
25,4,2,1,3,2.550000e+00
26,4,2,1,4,8.500000e-01
27,1,1,1,2,2.550000e+00
28,3,1,3,3,8.500000e-01
29,5,2,2,4,1.700000e+00
30,4,2,1,2,1.700000e+00
31,2,1,2,3,1.700000e+00
32,1,1,1,2,8.500000e-01
33,6,2,3,2,1.700000e+00
34,1,1,1,1,8.500000e-01
35,2,1,2,4,1.700000e+00
36,5,2,2,3,8.500000e-01
37,6,2,3,2,2.550000e+00
38,4,2,1,1,8.500000e-01
39,4,2,1,2,2.550000e+00
40,1,1,1,3,1.700000e+00
41,5,2,2,1,2.550000e+00
42,6,2,3,4,1.700000e+00
43,1,1,1,4,8.500000e-01
44,1,1,1,4,1.700000e+00
45,3,1,3,4,8.500000e-01
46,6,2,3,1,8.500000e-01
47,3,1,3,3,8.500000e-01
48,3,1,3,1,2.550000e+00
49,2,1,2,1,8.500000e-01
50,6,2,3,3,8.500000e-01
51,6,2,3,1,1.700000e+00
52,3,1,3,3,1.700000e+00
53,6,2,3,2,2.550000e+00
54,6,2,3,3,2.550000e+00
