Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,2,2.550000e+00
2,1,1,1,4,1.700000e+00
3,4,2,1,2,8.500000e-01
4,3,1,3,3,2.550000e+00
5,1,1,1,2,1.700000e+00
6,1,1,1,1,1.700000e+00
7,1,1,1,2,1.700000e+00
8,6,2,3,4,2.550000e+00
9,1,1,1,1,2.550000e+00
10,6,2,3,2,2.550000e+00
11,2,1,2,3,8.500000e-01
12,6,2,3,2,8.500000e-01
13,5,2,2,3,1.700000e+00
14,2,1,2,3,1.700000e+00
15,5,2,2,4,2.550000e+00
16,3,1,3,2,2.550000e+00
17,1,1,1,2,8.500000e-01
18,3,1,3,3,8.500000e-01
19,1,1,1,1,2.550000e+00
20,1,1,1,2,1.700000e+00
21,3,1,3,2,2.550000e+00
22,2,1,2,1,2.550000e+00
23,3,1,3,4,2.550000e+00
24,1,1,1,3,8.500000e-01
25,3,1,3,4,2.550000e+00
26,2,1,2,3,1.700000e+00
27,4,2,1,1,8.500000e-01
28,6,2,3,4,8.500000e-01
29,4,2,1,2,8.500000e-01
30,6,2,3,2,1.700000e+00
31,5,2,2,1,8.500000e-01
32,1,1,1,3,2.550000e+00
33,6,2,3,3,8.500000e-01
34,5,2,2,1,8.500000e-01
35,4,2,1,3,1.700000e+00
36,4,2,1,4,8.500000e-01
37,5,2,2,3,2.550000e+00
38,6,2,3,1,1.700000e+00
39,4,2,1,1,2.550000e+00
40,4,2,1,4,1.700000e+00
41,3,1,3,3,8.500000e-01
42,6,2,3,2,2.550000e+00
43,3,1,3,3,8.500000e-01
44,6,2,3,4,2.550000e+00
45,4,2,1,1,1.700000e+00
46,3,1,3,1,2.550000e+00
47,2,1,2,1,8.500000e-01
48,4,2,1,3,1.700000e+00
49,3,1,3,2,8.500000e-01
50,6,2,3,4,1.700000e+00
51,3,1,3,1,1.700000e+00
52,4,2,1,4,1.700000e+00
53,6,2,3,3,8.500000e-01
54,1,1,1,1,1.700000e+00
