Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,1.700000e+00
2,6,2,3,3,8.500000e-01
3,5,2,2,4,2.550000e+00
4,6,2,3,4,2.550000e+00
5,3,1,3,3,2.550000e+00
6,4,2,1,4,1.700000e+00
7,3,1,3,1,2.550000e+00
8,2,1,2,3,1.700000e+00
9,2,1,2,3,8.500000e-01
10,6,2,3,2,2.550000e+00
11,1,1,1,3,8.500000e-01
12,1,1,1,4,1.700000e+00
13,3,1,3,2,2.550000e+00
14,1,1,1,3,2.550000e+00
15,1,1,1,1,2.550000e+00
16,5,2,2,1,8.500000e-01
17,3,1,3,3,8.500000e-01
18,3,1,3,2,8.500000e-01
19,4,2,1,3,1.700000e+00
20,3,1,3,2,2.550000e+00
21,3,1,3,3,8.500000e-01
22,3,1,3,3,8.500000e-01
23,4,2,1,4,1.700000e+00
24,2,1,2,1,2.550000e+00
25,6,2,3,4,8.500000e-01
26,1,1,1,2,1.700000e+00
27,4,2,1,2,8.500000e-01
28,4,2,1,2,8.500000e-01
29,3,1,3,4,2.550000e+00
30,5,2,2,1,8.500000e-01
31,6,2,3,2,8.500000e-01
32,4,2,1,1,1.700000e+00
33,6,2,3,1,1.700000e+00
34,6,2,3,2,2.550000e+00
35,1,1,1,1,1.700000e+00
36,4,2,1,3,1.700000e+00
37,5,2,2,3,1.700000e+00
38,6,2,3,2,1.700000e+00
39,1,1,1,1,2.550000e+00
40,6,2,3,4,2.550000e+00
41,3,1,3,4,2.550000e+00
42,1,1,1,2,1.700000e+00
43,2,1,2,1,8.500000e-01
44,1,1,1,2,1.700000e+00
45,4,2,1,2,2.550000e+00
46,5,2,2,3,2.550000e+00
47,1,1,1,2,8.500000e-01
48,6,2,3,4,1.700000e+00
49,4,2,1,1,2.550000e+00
50,4,2,1,1,8.500000e-01
51,6,2,3,3,8.500000e-01
52,3,1,3,1,1.700000e+00
53,1,1,1,1,1.700000e+00
54,4,2,1,4,8.500000e-01
