Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,4,2.550000e+00
2,1,1,1,3,2.550000e+00
3,5,2,2,2,2.550000e+00
4,1,1,1,3,2.550000e+00
5,4,2,1,2,1.700000e+00
6,6,2,3,3,1.700000e+00
7,1,1,1,4,2.550000e+00
8,1,1,1,4,8.500000e-01
9,2,1,2,4,1.700000e+00
10,6,2,3,1,2.550000e+00
11,5,2,2,4,8.500000e-01
12,6,2,3,3,8.500000e-01
13,1,1,1,4,1.700000e+00
14,6,2,3,1,1.700000e+00
15,1,1,1,3,2.550000e+00
16,6,2,3,2,2.550000e+00
17,1,1,1,1,1.700000e+00
18,3,1,3,1,1.700000e+00
19,4,2,1,2,1.700000e+00
20,3,1,3,2,1.700000e+00
21,4,2,1,2,8.500000e-01
22,4,2,1,1,2.550000e+00
23,4,2,1,2,8.500000e-01
24,4,2,1,4,1.700000e+00
25,3,1,3,4,2.550000e+00
26,2,1,2,3,8.500000e-01
27,1,1,1,3,8.500000e-01
28,4,2,1,1,8.500000e-01
29,6,2,3,2,1.700000e+00
30,4,2,1,2,1.700000e+00
31,6,2,3,4,2.550000e+00
32,3,1,3,3,8.500000e-01
33,5,2,2,3,1.700000e+00
34,3,1,3,2,8.500000e-01
35,6,2,3,4,2.550000e+00
36,3,1,3,3,2.550000e+00
37,2,1,2,1,8.500000e-01
38,4,2,1,1,8.500000e-01
39,1,1,1,3,8.500000e-01
40,4,2,1,2,8.500000e-01
41,3,1,3,1,1.700000e+00
42,6,2,3,1,2.550000e+00
43,6,2,3,4,8.500000e-01
44,3,1,3,4,1.700000e+00
45,5,2,2,3,8.500000e-01
46,2,1,2,3,8.500000e-01
47,3,1,3,3,8.500000e-01
48,4,2,1,3,1.700000e+00
49,1,1,1,3,2.550000e+00
50,2,1,2,2,2.550000e+00
51,3,1,3,1,1.700000e+00
52,6,2,3,1,1.700000e+00
53,1,1,1,4,2.550000e+00
54,3,1,3,4,2.550000e+00
