Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,1,2.550000e+00
2,2,1,2,2,2.550000e+00
3,3,1,3,3,2.550000e+00
4,4,2,1,3,2.550000e+00
5,3,1,3,4,2.550000e+00
6,1,1,1,2,1.700000e+00
7,1,1,1,2,1.700000e+00
8,6,2,3,2,1.700000e+00
9,2,1,2,2,1.700000e+00
10,1,1,1,4,8.500000e-01
11,5,2,2,4,2.550000e+00
12,4,2,1,1,2.550000e+00
13,4,2,1,4,8.500000e-01
14,3,1,3,2,1.700000e+00
15,1,1,1,2,8.500000e-01
16,6,2,3,4,1.700000e+00
17,4,2,1,1,1.700000e+00
18,3,1,3,3,2.550000e+00
19,4,2,1,1,8.500000e-01
20,1,1,1,1,2.550000e+00
21,6,2,3,1,8.500000e-01
22,3,1,3,3,2.550000e+00
23,2,1,2,4,8.500000e-01
24,6,2,3,3,8.500000e-01
25,3,1,3,1,8.500000e-01
26,5,2,2,2,8.500000e-01
27,6,2,3,2,1.700000e+00
28,6,2,3,1,8.500000e-01
29,6,2,3,2,8.500000e-01
30,5,2,2,3,8.500000e-01
31,4,2,1,2,1.700000e+00
32,4,2,1,2,8.500000e-01
33,6,2,3,1,2.550000e+00
34,6,2,3,4,1.700000e+00
35,3,1,3,3,1.700000e+00
36,3,1,3,1,8.500000e-01
37,1,1,1,2,1.700000e+00
38,4,2,1,1,2.550000e+00
39,5,2,2,2,1.700000e+00
40,4,2,1,3,2.550000e+00
41,2,1,2,1,1.700000e+00
42,3,1,3,2,1.700000e+00
43,3,1,3,1,1.700000e+00
44,1,1,1,4,8.500000e-01
45,4,2,1,4,2.550000e+00
46,1,1,1,1,2.550000e+00
47,1,1,1,4,1.700000e+00
48,3,1,3,3,8.500000e-01
49,4,2,1,4,8.500000e-01
50,2,1,2,2,8.500000e-01
51,5,2,2,1,1.700000e+00
52,1,1,1,1,2.550000e+00
53,6,2,3,4,2.550000e+00
54,6,2,3,3,2.550000e+00
