Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,1,1.700000e+00
2,4,2,1,4,8.500000e-01
3,6,2,3,2,1.700000e+00
4,1,1,1,2,1.700000e+00
5,3,1,3,2,1.700000e+00
6,1,1,1,1,2.550000e+00
7,3,1,3,2,1.700000e+00
8,4,2,1,1,8.500000e-01
9,2,1,2,2,1.700000e+00
10,1,1,1,2,1.700000e+00
11,1,1,1,2,1.700000e+00
12,3,1,3,1,8.500000e-01
13,1,1,1,4,8.500000e-01
14,4,2,1,4,8.500000e-01
15,2,1,2,2,2.550000e+00
16,1,1,1,2,8.500000e-01
17,5,2,2,2,1.700000e+00
18,5,2,2,3,8.500000e-01
19,6,2,3,2,8.500000e-01
20,6,2,3,2,1.700000e+00
21,5,2,2,2,8.500000e-01
22,4,2,1,3,2.550000e+00
23,3,1,3,1,8.500000e-01
24,6,2,3,1,8.500000e-01
25,4,2,1,3,2.550000e+00
26,6,2,3,4,2.550000e+00
27,6,2,3,1,8.500000e-01
28,4,2,1,4,2.550000e+00
29,2,1,2,2,8.500000e-01
30,5,2,2,4,2.550000e+00
31,3,1,3,3,8.500000e-01
32,6,2,3,4,1.700000e+00
33,5,2,2,1,1.700000e+00
34,6,2,3,3,2.550000e+00
35,4,2,1,1,2.550000e+00
36,4,2,1,2,1.700000e+00
37,3,1,3,3,2.550000e+00
38,3,1,3,3,2.550000e+00
39,4,2,1,1,2.550000e+00
40,1,1,1,4,1.700000e+00
41,3,1,3,3,1.700000e+00
42,2,1,2,4,8.500000e-01
43,1,1,1,4,8.500000e-01
44,6,2,3,4,1.700000e+00
45,1,1,1,1,2.550000e+00
46,6,2,3,1,2.550000e+00
47,1,1,1,1,2.550000e+00
48,6,2,3,3,8.500000e-01
49,2,1,2,1,1.700000e+00
50,3,1,3,1,1.700000e+00
51,3,1,3,4,2.550000e+00
52,3,1,3,3,2.550000e+00
53,1,1,1,1,2.550000e+00
54,4,2,1,2,8.500000e-01
