Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,8.500000e-01
2,6,2,3,4,1.700000e+00
3,4,2,1,4,8.500000e-01
4,4,2,1,2,1.700000e+00
5,3,1,3,3,8.500000e-01
6,1,1,1,2,1.700000e+00
7,4,2,1,1,2.550000e+00
8,4,2,1,3,2.550000e+00
9,1,1,1,4,1.700000e+00
10,6,2,3,3,8.500000e-01
11,3,1,3,3,1.700000e+00
12,1,1,1,2,1.700000e+00
13,3,1,3,1,1.700000e+00
14,4,2,1,4,2.550000e+00
15,5,2,2,4,2.550000e+00
16,5,2,2,1,1.700000e+00
17,1,1,1,1,2.550000e+00
18,1,1,1,4,8.500000e-01
19,5,2,2,3,8.500000e-01
20,6,2,3,3,2.550000e+00
21,4,2,1,1,1.700000e+00
22,4,2,1,3,2.550000e+00
23,5,2,2,2,8.500000e-01
24,3,1,3,4,2.550000e+00
25,1,1,1,2,8.500000e-01
26,6,2,3,2,1.700000e+00
27,1,1,1,1,2.550000e+00
28,4,2,1,1,8.500000e-01
29,2,1,2,2,2.550000e+00
30,2,1,2,4,8.500000e-01
31,1,1,1,1,2.550000e+00
32,6,2,3,4,2.550000e+00
33,2,1,2,1,1.700000e+00
34,1,1,1,2,1.700000e+00
35,1,1,1,1,2.550000e+00
36,4,2,1,1,2.550000e+00
37,6,2,3,2,1.700000e+00
38,6,2,3,1,2.550000e+00
39,2,1,2,2,1.700000e+00
40,4,2,1,4,8.500000e-01
41,3,1,3,3,2.550000e+00
42,6,2,3,1,8.500000e-01
43,3,1,3,1,8.500000e-01
44,3,1,3,3,2.550000e+00
45,2,1,2,2,8.500000e-01
46,3,1,3,2,1.700000e+00
47,3,1,3,1,8.500000e-01
48,6,2,3,1,8.500000e-01
49,3,1,3,2,1.700000e+00
50,1,1,1,4,8.500000e-01
51,6,2,3,4,1.700000e+00
52,3,1,3,3,2.550000e+00
53,5,2,2,2,1.700000e+00
54,4,2,1,2,8.500000e-01
