Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,2.550000e+00
2,6,2,3,3,1.700000e+00
3,3,1,3,3,8.500000e-01
4,1,1,1,3,1.700000e+00
5,4,2,1,2,1.700000e+00
6,6,2,3,3,1.700000e+00
7,2,1,2,4,1.700000e+00
8,3,1,3,4,2.550000e+00
9,2,1,2,3,1.700000e+00
10,5,2,2,3,8.500000e-01
11,3,1,3,3,8.500000e-01
12,1,1,1,1,1.700000e+00
13,4,2,1,1,8.500000e-01
14,5,2,2,4,2.550000e+00
15,4,2,1,4,1.700000e+00
16,4,2,1,3,8.500000e-01
17,3,1,3,1,1.700000e+00
18,4,2,1,2,8.500000e-01
19,5,2,2,2,2.550000e+00
20,4,2,1,1,2.550000e+00
21,5,2,2,4,8.500000e-01
22,1,1,1,3,2.550000e+00
23,3,1,3,1,2.550000e+00
24,1,1,1,4,1.700000e+00
25,6,2,3,3,8.500000e-01
26,1,1,1,4,8.500000e-01
27,2,1,2,2,1.700000e+00
28,1,1,1,1,2.550000e+00
29,1,1,1,1,2.550000e+00
30,3,1,3,1,8.500000e-01
31,4,2,1,2,8.500000e-01
32,6,2,3,2,2.550000e+00
33,3,1,3,1,1.700000e+00
34,3,1,3,2,2.550000e+00
35,6,2,3,1,8.500000e-01
36,4,2,1,2,8.500000e-01
37,1,1,1,3,2.550000e+00
38,6,2,3,4,8.500000e-01
39,5,2,2,3,1.700000e+00
40,6,2,3,2,8.500000e-01
41,2,1,2,3,1.700000e+00
42,4,2,1,4,2.550000e+00
43,6,2,3,2,2.550000e+00
44,4,2,1,2,2.550000e+00
45,4,2,1,4,1.700000e+00
46,6,2,3,1,2.550000e+00
47,1,1,1,4,1.700000e+00
48,2,1,2,2,2.550000e+00
49,3,1,3,3,8.500000e-01
50,3,1,3,1,2.550000e+00
51,3,1,3,1,8.500000e-01
52,1,1,1,1,1.700000e+00
53,6,2,3,4,1.700000e+00
54,1,1,1,4,8.500000e-01
