Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,3,1.700000e+00
2,1,1,1,3,1.700000e+00
3,5,2,2,2,2.550000e+00
4,1,1,1,3,2.550000e+00
5,4,2,1,1,2.550000e+00
6,1,1,1,1,2.550000e+00
7,1,1,1,3,2.550000e+00
8,6,2,3,4,2.550000e+00
9,2,1,2,2,1.700000e+00
10,6,2,3,2,8.500000e-01
11,6,2,3,2,2.550000e+00
12,6,2,3,1,8.500000e-01
13,5,2,2,4,2.550000e+00
14,6,2,3,4,1.700000e+00
15,3,1,3,1,2.550000e+00
16,6,2,3,1,2.550000e+00
17,5,2,2,3,8.500000e-01
18,4,2,1,3,8.500000e-01
19,3,1,3,1,8.500000e-01
20,3,1,3,2,2.550000e+00
21,4,2,1,2,2.550000e+00
22,1,1,1,4,1.700000e+00
23,1,1,1,1,1.700000e+00
24,6,2,3,4,8.500000e-01
25,2,1,2,2,2.550000e+00
26,3,1,3,3,8.500000e-01
27,6,2,3,3,1.700000e+00
28,3,1,3,1,1.700000e+00
29,4,2,1,4,2.550000e+00
30,4,2,1,1,8.500000e-01
31,1,1,1,4,1.700000e+00
32,4,2,1,2,8.500000e-01
33,2,1,2,3,1.700000e+00
34,1,1,1,1,2.550000e+00
35,1,1,1,1,1.700000e+00
36,6,2,3,3,8.500000e-01
37,5,2,2,4,8.500000e-01
38,2,1,2,3,1.700000e+00
39,4,2,1,4,1.700000e+00
40,2,1,2,4,1.700000e+00
41,5,2,2,3,1.700000e+00
42,6,2,3,2,2.550000e+00
43,4,2,1,2,8.500000e-01
44,3,1,3,1,8.500000e-01
45,4,2,1,2,8.500000e-01
46,3,1,3,1,1.700000e+00
47,3,1,3,1,2.550000e+00
48,3,1,3,3,8.500000e-01
49,3,1,3,3,8.500000e-01
50,1,1,1,4,8.500000e-01
51,4,2,1,4,1.700000e+00
52,4,2,1,2,1.700000e+00
53,1,1,1,4,8.500000e-01
54,3,1,3,4,2.550000e+00
