Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,4,1.700000e+00
2,6,2,3,4,2.550000e+00
3,5,2,2,4,2.550000e+00
4,3,1,3,3,8.500000e-01
5,4,2,1,1,2.550000e+00
6,3,1,3,1,8.500000e-01
7,3,1,3,1,2.550000e+00
8,6,2,3,3,8.500000e-01
9,6,2,3,3,1.700000e+00
10,4,2,1,4,2.550000e+00
11,1,1,1,3,2.550000e+00
12,2,1,2,4,1.700000e+00
13,6,2,3,1,8.500000e-01
14,2,1,2,2,1.700000e+00
15,3,1,3,1,2.550000e+00
16,6,2,3,4,8.500000e-01
17,3,1,3,1,1.700000e+00
18,5,2,2,2,2.550000e+00
19,5,2,2,3,1.700000e+00
20,4,2,1,2,8.500000e-01
21,6,2,3,2,2.550000e+00
22,1,1,1,4,1.700000e+00
23,1,1,1,3,1.700000e+00
24,6,2,3,3,1.700000e+00
25,5,2,2,3,8.500000e-01
26,1,1,1,4,1.700000e+00
27,1,1,1,1,1.700000e+00
28,1,1,1,4,8.500000e-01
29,6,2,3,1,2.550000e+00
30,6,2,3,2,8.500000e-01
31,1,1,1,1,1.700000e+00
32,1,1,1,3,2.550000e+00
33,6,2,3,2,2.550000e+00
34,4,2,1,4,1.700000e+00
35,5,2,2,4,8.500000e-01
36,3,1,3,2,2.550000e+00
37,4,2,1,2,1.700000e+00
38,1,1,1,4,8.500000e-01
39,4,2,1,2,2.550000e+00
40,3,1,3,4,2.550000e+00
41,3,1,3,1,8.500000e-01
42,4,2,1,2,8.500000e-01
43,2,1,2,2,2.550000e+00
44,1,1,1,1,2.550000e+00
45,3,1,3,3,8.500000e-01
46,6,2,3,4,1.700000e+00
47,4,2,1,1,8.500000e-01
48,3,1,3,1,1.700000e+00
49,2,1,2,3,1.700000e+00
50,4,2,1,3,8.500000e-01
51,2,1,2,3,1.700000e+00
52,3,1,3,3,8.500000e-01
53,4,2,1,2,8.500000e-01
54,1,1,1,1,2.550000e+00
