Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,2.550000e+00
2,3,1,3,4,2.550000e+00
3,1,1,1,4,8.500000e-01
4,6,2,3,2,2.550000e+00
5,6,2,3,4,1.700000e+00
6,2,1,2,2,2.550000e+00
7,4,2,1,2,1.700000e+00
8,3,1,3,1,2.550000e+00
9,3,1,3,3,8.500000e-01
10,6,2,3,1,8.500000e-01
11,1,1,1,1,2.550000e+00
12,4,2,1,4,1.700000e+00
13,4,2,1,1,8.500000e-01
14,3,1,3,3,8.500000e-01
15,3,1,3,1,8.500000e-01
16,6,2,3,3,8.500000e-01
17,2,1,2,3,1.700000e+00
18,5,2,2,4,8.500000e-01
19,1,1,1,4,1.700000e+00
20,6,2,3,2,2.550000e+00
21,1,1,1,4,8.500000e-01
22,4,2,1,2,8.500000e-01
23,1,1,1,3,2.550000e+00
24,4,2,1,2,8.500000e-01
25,6,2,3,2,8.500000e-01
26,4,2,1,4,2.550000e+00
27,1,1,1,3,1.700000e+00
28,1,1,1,1,2.550000e+00
29,5,2,2,4,2.550000e+00
30,6,2,3,1,2.550000e+00
31,1,1,1,3,2.550000e+00
32,2,1,2,2,1.700000e+00
33,5,2,2,3,8.500000e-01
34,5,2,2,3,1.700000e+00
35,1,1,1,1,1.700000e+00
36,4,2,1,2,2.550000e+00
37,4,2,1,3,8.500000e-01
38,6,2,3,4,2.550000e+00
39,6,2,3,3,1.700000e+00
40,1,1,1,4,1.700000e+00
41,5,2,2,2,2.550000e+00
42,3,1,3,1,1.700000e+00
43,4,2,1,4,1.700000e+00
44,4,2,1,2,8.500000e-01
45,4,2,1,1,2.550000e+00
46,6,2,3,4,8.500000e-01
47,2,1,2,3,1.700000e+00
48,2,1,2,4,1.700000e+00
49,6,2,3,3,1.700000e+00
50,3,1,3,3,8.500000e-01
51,1,1,1,1,1.700000e+00
52,3,1,3,1,1.700000e+00
53,3,1,3,2,2.550000e+00
54,3,1,3,1,8.500000e-01
