Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,8.500000e-01
2,4,2,1,3,8.500000e-01
3,5,2,2,4,1.700000e+00
4,5,2,2,4,2.550000e+00
5,6,2,3,1,8.500000e-01
6,1,1,1,4,8.500000e-01
7,3,1,3,2,1.700000e+00
8,1,1,1,3,2.550000e+00
9,2,1,2,2,8.500000e-01
10,6,2,3,1,2.550000e+00
11,3,1,3,3,1.700000e+00
12,1,1,1,3,2.550000e+00
13,4,2,1,4,8.500000e-01
14,5,2,2,4,2.550000e+00
15,4,2,1,4,2.550000e+00
16,6,2,3,2,1.700000e+00
17,4,2,1,1,8.500000e-01
18,4,2,1,4,1.700000e+00
19,1,1,1,4,8.500000e-01
20,6,2,3,1,1.700000e+00
21,3,1,3,2,1.700000e+00
22,2,1,2,3,2.550000e+00
23,4,2,1,1,1.700000e+00
24,4,2,1,1,1.700000e+00
25,1,1,1,3,8.500000e-01
26,3,1,3,2,8.500000e-01
27,1,1,1,2,1.700000e+00
28,6,2,3,2,1.700000e+00
29,6,2,3,3,8.500000e-01
30,3,1,3,2,2.550000e+00
31,3,1,3,3,1.700000e+00
32,6,2,3,1,1.700000e+00
33,2,1,2,2,8.500000e-01
34,6,2,3,4,1.700000e+00
35,6,2,3,1,8.500000e-01
36,4,2,1,2,2.550000e+00
37,5,2,2,3,1.700000e+00
38,3,1,3,2,1.700000e+00
39,3,1,3,3,2.550000e+00
40,1,1,1,4,8.500000e-01
41,1,1,1,2,2.550000e+00
42,2,1,2,4,2.550000e+00
43,5,2,2,1,2.550000e+00
44,2,1,2,4,2.550000e+00
45,3,1,3,3,2.550000e+00
46,1,1,1,4,8.500000e-01
47,1,1,1,1,1.700000e+00
48,4,2,1,3,2.550000e+00
49,4,2,1,3,8.500000e-01
50,3,1,3,2,2.550000e+00
51,1,1,1,4,8.500000e-01
52,4,2,1,1,1.700000e+00
53,3,1,3,2,2.550000e+00
54,6,2,3,3,8.500000e-01
