Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,2.550000e+00
2,6,2,3,1,1.700000e+00
3,2,1,2,2,8.500000e-01
4,4,2,1,2,2.550000e+00
5,3,1,3,2,1.700000e+00
6,6,2,3,1,2.550000e+00
7,4,2,1,1,1.700000e+00
8,1,1,1,3,2.550000e+00
9,6,2,3,1,8.500000e-01
10,3,1,3,3,2.550000e+00
11,2,1,2,4,2.550000e+00
12,1,1,1,4,8.500000e-01
13,3,1,3,2,2.550000e+00
14,4,2,1,4,2.550000e+00
15,2,1,2,4,2.550000e+00
16,6,2,3,1,8.500000e-01
17,6,2,3,4,1.700000e+00
18,1,1,1,3,2.550000e+00
19,4,2,1,1,1.700000e+00
20,3,1,3,2,2.550000e+00
21,1,1,1,4,8.500000e-01
22,4,2,1,1,8.500000e-01
23,6,2,3,2,1.700000e+00
24,6,2,3,3,8.500000e-01
25,6,2,3,2,1.700000e+00
26,6,2,3,1,1.700000e+00
27,3,1,3,2,8.500000e-01
28,1,1,1,1,1.700000e+00
29,5,2,2,4,2.550000e+00
30,4,2,1,1,1.700000e+00
31,1,1,1,4,8.500000e-01
32,3,1,3,2,1.700000e+00
33,5,2,2,4,1.700000e+00
34,6,2,3,4,8.500000e-01
35,5,2,2,4,2.550000e+00
36,3,1,3,3,2.550000e+00
37,4,2,1,4,1.700000e+00
38,2,1,2,3,2.550000e+00
39,3,1,3,2,1.700000e+00
40,3,1,3,3,1.700000e+00
41,3,1,3,2,2.550000e+00
42,4,2,1,3,2.550000e+00
43,1,1,1,4,8.500000e-01
44,6,2,3,3,8.500000e-01
45,1,1,1,4,8.500000e-01
46,1,1,1,2,1.700000e+00
47,5,2,2,1,2.550000e+00
48,4,2,1,3,8.500000e-01
49,2,1,2,2,8.500000e-01
50,4,2,1,3,8.500000e-01
51,4,2,1,4,8.500000e-01
52,3,1,3,3,1.700000e+00
53,1,1,1,3,8.500000e-01
54,5,2,2,3,1.700000e+00
