Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,4,2.550000e+00
2,6,2,3,2,1.700000e+00
3,4,2,1,2,2.550000e+00
4,6,2,3,1,8.500000e-01
5,1,1,1,4,8.500000e-01
6,6,2,3,1,2.550000e+00
7,4,2,1,4,8.500000e-01
8,4,2,1,1,8.500000e-01
9,4,2,1,4,2.550000e+00
10,2,1,2,2,8.500000e-01
11,2,1,2,3,2.550000e+00
12,5,2,2,1,2.550000e+00
13,3,1,3,2,1.700000e+00
14,3,1,3,2,2.550000e+00
15,6,2,3,2,1.700000e+00
16,1,1,1,3,8.500000e-01
17,1,1,1,3,2.550000e+00
18,6,2,3,1,1.700000e+00
19,2,1,2,2,8.500000e-01
20,6,2,3,1,1.700000e+00
21,3,1,3,2,8.500000e-01
22,3,1,3,2,2.550000e+00
23,1,1,1,4,8.500000e-01
24,6,2,3,1,8.500000e-01
25,4,2,1,1,1.700000e+00
26,5,2,2,3,1.700000e+00
27,1,1,1,3,2.550000e+00
28,5,2,2,4,1.700000e+00
29,1,1,1,4,8.500000e-01
30,4,2,1,3,2.550000e+00
31,4,2,1,1,1.700000e+00
32,3,1,3,3,2.550000e+00
33,4,2,1,4,1.700000e+00
34,2,1,2,4,2.550000e+00
35,5,2,2,4,2.550000e+00
36,4,2,1,1,1.700000e+00
37,3,1,3,2,1.700000e+00
38,3,1,3,2,2.550000e+00
39,1,1,1,4,8.500000e-01
40,4,2,1,3,8.500000e-01
41,1,1,1,4,8.500000e-01
42,1,1,1,2,1.700000e+00
43,1,1,1,1,1.700000e+00
44,3,1,3,3,2.550000e+00
45,1,1,1,2,2.550000e+00
46,6,2,3,3,8.500000e-01
47,3,1,3,3,1.700000e+00
48,6,2,3,4,1.700000e+00
49,6,2,3,4,8.500000e-01
50,3,1,3,3,1.700000e+00
51,5,2,2,4,2.550000e+00
52,3,1,3,2,1.700000e+00
53,4,2,1,3,8.500000e-01
54,6,2,3,3,8.500000e-01
