Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,3,8.500000e-01
2,4,2,1,1,2.550000e+00
3,3,1,3,3,2.550000e+00
4,5,2,2,4,1.700000e+00
5,3,1,3,2,8.500000e-01
6,1,1,1,1,2.550000e+00
7,1,1,1,1,8.500000e-01
8,4,2,1,2,8.500000e-01
9,6,2,3,1,8.500000e-01
10,6,2,3,4,2.550000e+00
11,4,2,1,3,1.700000e+00
12,1,1,1,2,2.550000e+00
13,2,1,2,3,2.550000e+00
14,6,2,3,4,1.700000e+00
15,6,2,3,4,8.500000e-01
16,4,2,1,2,1.700000e+00
17,3,1,3,1,8.500000e-01
18,1,1,1,2,8.500000e-01
19,6,2,3,1,1.700000e+00
20,3,1,3,2,8.500000e-01
21,3,1,3,4,2.550000e+00
22,4,2,1,3,2.550000e+00
23,2,1,2,4,8.500000e-01
24,4,2,1,3,2.550000e+00
25,6,2,3,3,1.700000e+00
26,6,2,3,1,2.550000e+00
27,3,1,3,1,8.500000e-01
28,5,2,2,3,1.700000e+00
29,4,2,1,4,1.700000e+00
30,4,2,1,2,1.700000e+00
31,4,2,1,4,2.550000e+00
32,6,2,3,3,8.500000e-01
33,2,1,2,1,1.700000e+00
34,3,1,3,4,2.550000e+00
35,1,1,1,3,1.700000e+00
36,5,2,2,2,8.500000e-01
37,6,2,3,4,2.550000e+00
38,2,1,2,1,2.550000e+00
39,1,1,1,4,1.700000e+00
40,4,2,1,4,8.500000e-01
41,3,1,3,4,8.500000e-01
42,1,1,1,4,2.550000e+00
43,6,2,3,2,8.500000e-01
44,1,1,1,1,1.700000e+00
45,3,1,3,4,1.700000e+00
46,4,2,1,3,2.550000e+00
47,6,2,3,1,1.700000e+00
48,1,1,1,2,8.500000e-01
49,5,2,2,1,1.700000e+00
50,1,1,1,2,2.550000e+00
51,1,1,1,1,2.550000e+00
52,3,1,3,2,1.700000e+00
53,3,1,3,4,8.500000e-01
54,2,1,2,3,1.700000e+00
