Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,1,8.500000e-01
2,5,2,2,3,1.700000e+00
3,5,2,2,3,8.500000e-01
4,5,2,2,2,8.500000e-01
5,3,1,3,2,8.500000e-01
6,6,2,3,2,8.500000e-01
7,5,2,2,1,1.700000e+00
8,3,1,3,4,2.550000e+00
9,3,1,3,2,8.500000e-01
10,6,2,3,4,8.500000e-01
11,2,1,2,3,1.700000e+00
12,4,2,1,4,2.550000e+00
13,6,2,3,1,1.700000e+00
14,2,1,2,4,8.500000e-01
15,2,1,2,3,2.550000e+00
16,4,2,1,3,2.550000e+00
17,1,1,1,2,2.550000e+00
18,4,2,1,3,1.700000e+00
19,1,1,1,1,2.550000e+00
20,6,2,3,4,2.550000e+00
21,3,1,3,2,1.700000e+00
22,6,2,3,1,1.700000e+00
23,6,2,3,3,1.700000e+00
24,4,2,1,3,2.550000e+00
25,4,2,1,4,1.700000e+00
26,1,1,1,2,8.500000e-01
27,5,2,2,4,1.700000e+00
28,6,2,3,4,2.550000e+00
29,4,2,1,2,1.700000e+00
30,4,2,1,2,1.700000e+00
31,1,1,1,1,2.550000e+00
32,4,2,1,3,2.550000e+00
33,6,2,3,1,2.550000e+00
34,3,1,3,4,2.550000e+00
35,3,1,3,4,1.700000e+00
36,1,1,1,1,1.700000e+00
37,2,1,2,1,1.700000e+00
38,3,1,3,4,8.500000e-01
39,6,2,3,3,8.500000e-01
40,3,1,3,4,8.500000e-01
41,3,1,3,1,8.500000e-01
42,1,1,1,1,8.500000e-01
43,6,2,3,4,1.700000e+00
44,1,1,1,3,1.700000e+00
45,1,1,1,4,1.700000e+00
46,1,1,1,2,2.550000e+00
47,4,2,1,2,8.500000e-01
48,3,1,3,3,2.550000e+00
49,1,1,1,2,8.500000e-01
50,4,2,1,1,2.550000e+00
51,1,1,1,4,2.550000e+00
52,2,1,2,1,2.550000e+00
53,3,1,3,1,8.500000e-01
54,4,2,1,4,8.500000e-01
