Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,2.550000e+00
2,3,1,3,1,1.700000e+00
3,1,1,1,4,1.700000e+00
4,2,1,2,1,8.500000e-01
5,4,2,1,1,1.700000e+00
6,6,2,3,4,1.700000e+00
7,1,1,1,4,1.700000e+00
8,3,1,3,4,1.700000e+00
9,3,1,3,2,8.500000e-01
10,3,1,3,4,2.550000e+00
11,1,1,1,2,2.550000e+00
12,4,2,1,3,1.700000e+00
13,1,1,1,2,2.550000e+00
14,3,1,3,3,8.500000e-01
15,5,2,2,2,1.700000e+00
16,6,2,3,1,8.500000e-01
17,6,2,3,3,8.500000e-01
18,6,2,3,4,2.550000e+00
19,6,2,3,3,2.550000e+00
20,6,2,3,4,1.700000e+00
21,6,2,3,1,8.500000e-01
22,1,1,1,2,1.700000e+00
23,1,1,1,1,1.700000e+00
24,4,2,1,1,2.550000e+00
25,4,2,1,4,8.500000e-01
26,5,2,2,1,1.700000e+00
27,3,1,3,4,2.550000e+00
28,3,1,3,3,2.550000e+00
29,2,1,2,4,2.550000e+00
30,1,1,1,3,8.500000e-01
31,1,1,1,2,8.500000e-01
32,4,2,1,2,1.700000e+00
33,5,2,2,2,1.700000e+00
34,2,1,2,3,2.550000e+00
35,1,1,1,2,2.550000e+00
36,3,1,3,4,8.500000e-01
37,5,2,2,3,1.700000e+00
38,4,2,1,4,1.700000e+00
39,3,1,3,1,2.550000e+00
40,2,1,2,3,2.550000e+00
41,1,1,1,1,8.500000e-01
42,5,2,2,1,8.500000e-01
43,1,1,1,4,2.550000e+00
44,3,1,3,4,8.500000e-01
45,3,1,3,2,2.550000e+00
46,6,2,3,2,1.700000e+00
47,4,2,1,2,2.550000e+00
48,4,2,1,3,8.500000e-01
49,4,2,1,1,8.500000e-01
50,6,2,3,1,1.700000e+00
51,6,2,3,3,2.550000e+00
52,2,1,2,2,8.500000e-01
53,6,2,3,2,8.500000e-01
54,4,2,1,3,8.500000e-01
