Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,3,2.550000e+00
2,4,2,1,4,1.700000e+00
3,3,1,3,3,8.500000e-01
4,3,1,3,2,2.550000e+00
5,4,2,1,4,1.700000e+00
6,6,2,3,4,2.550000e+00
7,6,2,3,3,8.500000e-01
8,3,1,3,3,8.500000e-01
9,2,1,2,1,2.550000e+00
10,1,1,1,3,2.550000e+00
11,6,2,3,3,8.500000e-01
12,6,2,3,2,1.700000e+00
13,6,2,3,1,1.700000e+00
14,5,2,2,3,1.700000e+00
15,3,1,3,4,2.550000e+00
16,6,2,3,2,2.550000e+00
17,5,2,2,1,8.500000e-01
18,4,2,1,1,2.550000e+00
19,5,2,2,1,8.500000e-01
20,5,2,2,4,2.550000e+00
21,3,1,3,4,2.550000e+00
22,3,1,3,1,2.550000e+00
23,1,1,1,2,8.500000e-01
24,4,2,1,3,1.700000e+00
25,1,1,1,2,1.700000e+00
26,2,1,2,3,1.700000e+00
27,1,1,1,1,1.700000e+00
28,2,1,2,3,1.700000e+00
29,6,2,3,2,2.550000e+00
30,3,1,3,2,2.550000e+00
31,1,1,1,1,2.550000e+00
32,2,1,2,3,8.500000e-01
33,3,1,3,2,8.500000e-01
34,6,2,3,4,1.700000e+00
35,4,2,1,2,2.550000e+00
36,4,2,1,4,8.500000e-01
37,2,1,2,1,8.500000e-01
38,1,1,1,4,1.700000e+00
39,4,2,1,2,8.500000e-01
40,4,2,1,3,1.700000e+00
41,6,2,3,2,8.500000e-01
42,6,2,3,4,2.550000e+00
43,1,1,1,2,1.700000e+00
44,1,1,1,2,1.700000e+00
45,3,1,3,1,1.700000e+00
46,1,1,1,1,2.550000e+00
47,1,1,1,1,1.700000e+00
48,3,1,3,3,8.500000e-01
49,1,1,1,3,8.500000e-01
50,6,2,3,4,8.500000e-01
51,3,1,3,3,2.550000e+00
52,4,2,1,2,8.500000e-01
53,4,2,1,1,8.500000e-01
54,4,2,1,1,1.700000e+00
