Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,4,1.700000e+00
2,1,1,1,2,8.500000e-01
3,1,1,1,4,1.700000e+00
4,5,2,2,1,8.500000e-01
5,1,1,1,3,8.500000e-01
6,6,2,3,4,1.700000e+00
7,5,2,2,1,8.500000e-01
8,6,2,3,1,1.700000e+00
9,5,2,2,3,2.550000e+00
10,4,2,1,2,1.700000e+00
11,5,2,2,2,8.500000e-01
12,2,1,2,1,8.500000e-01
13,4,2,1,4,1.700000e+00
14,6,2,3,2,8.500000e-01
15,4,2,1,3,2.550000e+00
16,2,1,2,4,2.550000e+00
17,3,1,3,1,1.700000e+00
18,1,1,1,3,2.550000e+00
19,6,2,3,1,2.550000e+00
20,6,2,3,1,2.550000e+00
21,6,2,3,4,8.500000e-01
22,1,1,1,4,2.550000e+00
23,6,2,3,4,2.550000e+00
24,4,2,1,2,8.500000e-01
25,4,2,1,1,1.700000e+00
26,1,1,1,1,2.550000e+00
27,1,1,1,3,2.550000e+00
28,3,1,3,3,1.700000e+00
29,4,2,1,3,2.550000e+00
30,5,2,2,2,1.700000e+00
31,4,2,1,1,8.500000e-01
32,3,1,3,2,8.500000e-01
33,3,1,3,2,8.500000e-01
34,3,1,3,1,8.500000e-01
35,2,1,2,4,1.700000e+00
36,1,1,1,4,1.700000e+00
37,6,2,3,2,1.700000e+00
38,1,1,1,3,2.550000e+00
39,3,1,3,1,2.550000e+00
40,2,1,2,3,8.500000e-01
41,1,1,1,3,2.550000e+00
42,3,1,3,2,1.700000e+00
43,3,1,3,4,1.700000e+00
44,2,1,2,4,1.700000e+00
45,1,1,1,3,2.550000e+00
46,3,1,3,3,8.500000e-01
47,4,2,1,2,2.550000e+00
48,3,1,3,1,2.550000e+00
49,4,2,1,4,1.700000e+00
50,6,2,3,2,8.500000e-01
51,4,2,1,3,8.500000e-01
52,3,1,3,3,2.550000e+00
53,6,2,3,2,1.700000e+00
54,6,2,3,1,8.500000e-01
