Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,4,1.700000e+00
2,2,1,2,4,2.550000e+00
3,1,1,1,3,2.550000e+00
4,3,1,3,1,8.500000e-01
5,2,1,2,1,8.500000e-01
6,3,1,3,4,1.700000e+00
7,1,1,1,3,2.550000e+00
8,1,1,1,4,1.700000e+00
9,3,1,3,3,8.500000e-01
10,4,2,1,4,1.700000e+00
11,6,2,3,2,8.500000e-01
12,4,2,1,1,1.700000e+00
13,5,2,2,2,8.500000e-01
14,1,1,1,4,2.550000e+00
15,6,2,3,2,1.700000e+00
16,6,2,3,4,1.700000e+00
17,5,2,2,3,2.550000e+00
18,3,1,3,3,2.550000e+00
19,4,2,1,2,1.700000e+00
20,2,1,2,3,8.500000e-01
21,3,1,3,2,1.700000e+00
22,3,1,3,2,8.500000e-01
23,6,2,3,2,1.700000e+00
24,4,2,1,4,1.700000e+00
25,6,2,3,1,1.700000e+00
26,3,1,3,3,1.700000e+00
27,1,1,1,4,1.700000e+00
28,1,1,1,3,2.550000e+00
29,2,1,2,4,1.700000e+00
30,3,1,3,1,2.550000e+00
31,3,1,3,1,2.550000e+00
32,1,1,1,3,8.500000e-01
33,6,2,3,1,8.500000e-01
34,1,1,1,3,2.550000e+00
35,3,1,3,2,8.500000e-01
36,1,1,1,2,8.500000e-01
37,6,2,3,1,2.550000e+00
38,6,2,3,4,8.500000e-01
39,6,2,3,2,8.500000e-01
40,1,1,1,3,2.550000e+00
41,6,2,3,4,2.550000e+00
42,4,2,1,3,2.550000e+00
43,1,1,1,1,2.550000e+00
44,4,2,1,4,1.700000e+00
45,5,2,2,2,1.700000e+00
46,4,2,1,3,2.550000e+00
47,4,2,1,3,8.500000e-01
48,5,2,2,1,8.500000e-01
49,6,2,3,1,2.550000e+00
50,4,2,1,2,8.500000e-01
51,3,1,3,1,1.700000e+00
52,4,2,1,1,8.500000e-01
53,5,2,2,1,8.500000e-01
54,4,2,1,2,2.550000e+00
