Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,3,2.550000e+00
2,6,2,3,1,8.500000e-01
3,4,2,1,4,8.500000e-01
4,3,1,3,3,8.500000e-01
5,1,1,1,2,2.550000e+00
6,3,1,3,4,8.500000e-01
7,4,2,1,1,2.550000e+00
8,5,2,2,4,1.700000e+00
9,6,2,3,3,1.700000e+00
10,2,1,2,4,1.700000e+00
11,2,1,2,4,2.550000e+00
12,1,1,1,4,8.500000e-01
13,6,2,3,3,2.550000e+00
14,1,1,1,1,8.500000e-01
15,4,2,1,4,8.500000e-01
16,4,2,1,1,2.550000e+00
17,1,1,1,3,1.700000e+00
18,1,1,1,1,1.700000e+00
19,3,1,3,1,1.700000e+00
20,3,1,3,4,8.500000e-01
21,1,1,1,1,8.500000e-01
22,4,2,1,3,2.550000e+00
23,4,2,1,2,2.550000e+00
24,5,2,2,3,8.500000e-01
25,4,2,1,4,2.550000e+00
26,6,2,3,4,1.700000e+00
27,5,2,2,3,2.550000e+00
28,6,2,3,2,2.550000e+00
29,3,1,3,1,2.550000e+00
30,3,1,3,2,8.500000e-01
31,6,2,3,1,1.700000e+00
32,4,2,1,2,1.700000e+00
33,1,1,1,2,2.550000e+00
34,6,2,3,3,8.500000e-01
35,3,1,3,3,1.700000e+00
36,4,2,1,1,8.500000e-01
37,2,1,2,3,8.500000e-01
38,4,2,1,4,8.500000e-01
39,1,1,1,4,2.550000e+00
40,5,2,2,1,2.550000e+00
41,6,2,3,3,1.700000e+00
42,6,2,3,2,2.550000e+00
43,5,2,2,1,1.700000e+00
44,3,1,3,3,8.500000e-01
45,6,2,3,2,1.700000e+00
46,6,2,3,1,1.700000e+00
47,2,1,2,3,1.700000e+00
48,1,1,1,4,1.700000e+00
49,2,1,2,1,8.500000e-01
50,3,1,3,1,2.550000e+00
51,4,2,1,2,2.550000e+00
52,3,1,3,1,1.700000e+00
53,1,1,1,2,1.700000e+00
54,1,1,1,2,8.500000e-01
