Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,2.550000e+00
2,6,2,3,3,8.500000e-01
3,6,2,3,4,1.700000e+00
4,1,1,1,1,8.500000e-01
5,1,1,1,2,2.550000e+00
6,5,2,2,3,8.500000e-01
7,2,1,2,4,2.550000e+00
8,1,1,1,2,1.700000e+00
9,4,2,1,4,8.500000e-01
10,2,1,2,3,8.500000e-01
11,6,2,3,3,1.700000e+00
12,1,1,1,1,8.500000e-01
13,3,1,3,4,8.500000e-01
14,1,1,1,1,1.700000e+00
15,4,2,1,2,1.700000e+00
16,1,1,1,2,8.500000e-01
17,5,2,2,1,1.700000e+00
18,6,2,3,1,1.700000e+00
19,3,1,3,3,8.500000e-01
20,6,2,3,3,1.700000e+00
21,3,1,3,3,2.550000e+00
22,6,2,3,1,8.500000e-01
23,4,2,1,4,8.500000e-01
24,1,1,1,3,1.700000e+00
25,1,1,1,4,2.550000e+00
26,6,2,3,3,2.550000e+00
27,2,1,2,1,8.500000e-01
28,2,1,2,4,1.700000e+00
29,6,2,3,1,1.700000e+00
30,6,2,3,2,1.700000e+00
31,4,2,1,2,2.550000e+00
32,5,2,2,4,1.700000e+00
33,1,1,1,4,1.700000e+00
34,4,2,1,1,8.500000e-01
35,5,2,2,1,2.550000e+00
36,3,1,3,4,8.500000e-01
37,5,2,2,3,2.550000e+00
38,3,1,3,3,1.700000e+00
39,4,2,1,3,2.550000e+00
40,3,1,3,1,2.550000e+00
41,1,1,1,2,2.550000e+00
42,1,1,1,4,8.500000e-01
43,3,1,3,1,2.550000e+00
44,3,1,3,2,8.500000e-01
45,4,2,1,4,2.550000e+00
46,3,1,3,3,8.500000e-01
47,6,2,3,2,2.550000e+00
48,4,2,1,1,2.550000e+00
49,3,1,3,1,1.700000e+00
50,4,2,1,4,8.500000e-01
51,3,1,3,1,1.700000e+00
52,4,2,1,1,2.550000e+00
53,4,2,1,2,2.550000e+00
54,2,1,2,3,1.700000e+00
