Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,2,2.550000e+00
2,6,2,3,3,1.700000e+00
3,3,1,3,2,8.500000e-01
4,3,1,3,3,8.500000e-01
5,5,2,2,1,2.550000e+00
6,4,2,1,4,2.550000e+00
7,1,1,1,4,1.700000e+00
8,3,1,3,3,8.500000e-01
9,3,1,3,1,1.700000e+00
10,6,2,3,3,1.700000e+00
11,6,2,3,3,8.500000e-01
12,6,2,3,2,2.550000e+00
13,4,2,1,1,2.550000e+00
14,1,1,1,1,8.500000e-01
15,3,1,3,3,1.700000e+00
16,2,1,2,3,1.700000e+00
17,4,2,1,4,8.500000e-01
18,4,2,1,1,2.550000e+00
19,3,1,3,4,8.500000e-01
20,3,1,3,4,8.500000e-01
21,6,2,3,1,1.700000e+00
22,6,2,3,2,1.700000e+00
23,2,1,2,4,2.550000e+00
24,6,2,3,2,2.550000e+00
25,2,1,2,4,1.700000e+00
26,4,2,1,4,8.500000e-01
27,4,2,1,3,2.550000e+00
28,3,1,3,1,1.700000e+00
29,5,2,2,1,1.700000e+00
30,6,2,3,1,1.700000e+00
31,3,1,3,1,2.550000e+00
32,4,2,1,2,2.550000e+00
33,4,2,1,2,1.700000e+00
34,1,1,1,2,8.500000e-01
35,1,1,1,2,2.550000e+00
36,5,2,2,3,8.500000e-01
37,1,1,1,3,1.700000e+00
38,1,1,1,2,1.700000e+00
39,1,1,1,2,2.550000e+00
40,4,2,1,1,8.500000e-01
41,1,1,1,1,8.500000e-01
42,6,2,3,3,2.550000e+00
43,5,2,2,4,1.700000e+00
44,2,1,2,3,8.500000e-01
45,1,1,1,1,1.700000e+00
46,4,2,1,4,8.500000e-01
47,2,1,2,1,8.500000e-01
48,6,2,3,4,1.700000e+00
49,3,1,3,3,2.550000e+00
50,1,1,1,4,8.500000e-01
51,6,2,3,1,8.500000e-01
52,3,1,3,1,2.550000e+00
53,5,2,2,3,2.550000e+00
54,1,1,1,4,2.550000e+00
