Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,1.700000e+00
2,3,1,3,1,2.550000e+00
3,6,2,3,1,2.550000e+00
4,1,1,1,4,8.500000e-01
5,4,2,1,4,2.550000e+00
6,4,2,1,1,8.500000e-01
7,5,2,2,2,2.550000e+00
8,6,2,3,1,8.500000e-01
9,4,2,1,2,1.700000e+00
10,6,2,3,3,1.700000e+00
11,6,2,3,4,1.700000e+00
12,6,2,3,2,8.500000e-01
13,1,1,1,1,1.700000e+00
14,3,1,3,1,1.700000e+00
15,3,1,3,1,1.700000e+00
16,6,2,3,2,2.550000e+00
17,3,1,3,2,2.550000e+00
18,3,1,3,3,8.500000e-01
19,4,2,1,1,2.550000e+00
20,5,2,2,4,8.500000e-01
21,1,1,1,1,1.700000e+00
22,1,1,1,4,1.700000e+00
23,3,1,3,1,8.500000e-01
24,5,2,2,3,1.700000e+00
25,3,1,3,1,8.500000e-01
26,3,1,3,3,8.500000e-01
27,4,2,1,2,2.550000e+00
28,5,2,2,4,2.550000e+00
29,6,2,3,4,8.500000e-01
30,4,2,1,2,8.500000e-01
31,2,1,2,2,1.700000e+00
32,4,2,1,4,1.700000e+00
33,2,1,2,3,1.700000e+00
34,4,2,1,4,1.700000e+00
35,6,2,3,3,1.700000e+00
36,4,2,1,2,8.500000e-01
37,2,1,2,4,1.700000e+00
38,6,2,3,3,8.500000e-01
39,5,2,2,3,8.500000e-01
40,1,1,1,4,1.700000e+00
41,3,1,3,4,2.550000e+00
42,1,1,1,4,8.500000e-01
43,2,1,2,2,2.550000e+00
44,1,1,1,1,2.550000e+00
45,6,2,3,2,2.550000e+00
46,4,2,1,3,8.500000e-01
47,3,1,3,1,2.550000e+00
48,1,1,1,3,2.550000e+00
49,3,1,3,3,8.500000e-01
50,1,1,1,3,2.550000e+00
51,6,2,3,4,2.550000e+00
52,1,1,1,1,2.550000e+00
53,1,1,1,3,1.700000e+00
54,4,2,1,2,8.500000e-01
