Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,4,1.700000e+00
2,3,1,3,2,2.550000e+00
3,5,2,2,3,8.500000e-01
4,4,2,1,4,2.550000e+00
5,4,2,1,3,8.500000e-01
6,5,2,2,2,2.550000e+00
7,3,1,3,1,2.550000e+00
8,1,1,1,4,8.500000e-01
9,3,1,3,1,1.700000e+00
10,6,2,3,4,1.700000e+00
11,2,1,2,3,1.700000e+00
12,3,1,3,1,2.550000e+00
13,4,2,1,2,2.550000e+00
14,2,1,2,2,2.550000e+00
15,6,2,3,1,8.500000e-01
16,6,2,3,2,8.500000e-01
17,6,2,3,3,8.500000e-01
18,5,2,2,4,8.500000e-01
19,1,1,1,4,1.700000e+00
20,3,1,3,3,8.500000e-01
21,6,2,3,4,8.500000e-01
22,6,2,3,2,2.550000e+00
23,1,1,1,1,1.700000e+00
24,4,2,1,1,2.550000e+00
25,2,1,2,2,1.700000e+00
26,4,2,1,2,8.500000e-01
27,3,1,3,4,2.550000e+00
28,3,1,3,1,1.700000e+00
29,6,2,3,3,1.700000e+00
30,4,2,1,2,8.500000e-01
31,4,2,1,4,1.700000e+00
32,1,1,1,1,1.700000e+00
33,6,2,3,4,2.550000e+00
34,3,1,3,1,8.500000e-01
35,5,2,2,3,1.700000e+00
36,6,2,3,1,2.550000e+00
37,1,1,1,3,1.700000e+00
38,1,1,1,1,2.550000e+00
39,4,2,1,2,1.700000e+00
40,2,1,2,3,1.700000e+00
41,6,2,3,3,1.700000e+00
42,4,2,1,1,8.500000e-01
43,3,1,3,3,8.500000e-01
44,1,1,1,3,2.550000e+00
45,6,2,3,2,2.550000e+00
46,1,1,1,3,2.550000e+00
47,5,2,2,4,2.550000e+00
48,4,2,1,2,8.500000e-01
49,1,1,1,1,2.550000e+00
50,1,1,1,4,1.700000e+00
51,3,1,3,1,8.500000e-01
52,2,1,2,4,1.700000e+00
53,3,1,3,3,8.500000e-01
54,1,1,1,4,8.500000e-01
