Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,1,2.550000e+00
2,1,1,1,4,1.700000e+00
3,2,1,2,3,1.700000e+00
4,6,2,3,3,8.500000e-01
5,5,2,2,4,8.500000e-01
6,1,1,1,1,2.550000e+00
7,3,1,3,1,2.550000e+00
8,4,2,1,4,1.700000e+00
9,1,1,1,4,8.500000e-01
10,6,2,3,4,2.550000e+00
11,4,2,1,2,8.500000e-01
12,6,2,3,2,8.500000e-01
13,4,2,1,1,8.500000e-01
14,1,1,1,1,2.550000e+00
15,4,2,1,2,8.500000e-01
16,1,1,1,4,8.500000e-01
17,6,2,3,3,1.700000e+00
18,3,1,3,2,2.550000e+00
19,6,2,3,2,2.550000e+00
20,4,2,1,4,1.700000e+00
21,6,2,3,1,8.500000e-01
22,3,1,3,1,1.700000e+00
23,5,2,2,2,2.550000e+00
24,2,1,2,2,1.700000e+00
25,5,2,2,4,2.550000e+00
26,4,2,1,2,8.500000e-01
27,1,1,1,4,1.700000e+00
28,3,1,3,4,2.550000e+00
29,6,2,3,4,1.700000e+00
30,3,1,3,1,8.500000e-01
31,3,1,3,1,8.500000e-01
32,2,1,2,2,2.550000e+00
33,1,1,1,1,1.700000e+00
34,4,2,1,2,1.700000e+00
35,2,1,2,4,1.700000e+00
36,6,2,3,1,2.550000e+00
37,4,2,1,3,8.500000e-01
38,3,1,3,3,8.500000e-01
39,2,1,2,3,1.700000e+00
40,4,2,1,4,2.550000e+00
41,3,1,3,1,1.700000e+00
42,3,1,3,1,2.550000e+00
43,3,1,3,3,8.500000e-01
44,1,1,1,1,1.700000e+00
45,3,1,3,3,8.500000e-01
46,6,2,3,2,2.550000e+00
47,6,2,3,3,1.700000e+00
48,5,2,2,3,8.500000e-01
49,5,2,2,3,1.700000e+00
50,1,1,1,3,1.700000e+00
51,1,1,1,3,2.550000e+00
52,1,1,1,3,2.550000e+00
53,4,2,1,2,2.550000e+00
54,6,2,3,4,8.500000e-01
