Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,1.700000e+00
2,4,2,1,2,8.500000e-01
3,1,1,1,1,1.700000e+00
4,3,1,3,1,8.500000e-01
5,1,1,1,3,2.550000e+00
6,2,1,2,3,1.700000e+00
7,3,1,3,4,2.550000e+00
8,4,2,1,2,2.550000e+00
9,6,2,3,3,1.700000e+00
10,6,2,3,4,8.500000e-01
11,3,1,3,1,2.550000e+00
12,3,1,3,3,8.500000e-01
13,2,1,2,4,1.700000e+00
14,6,2,3,1,8.500000e-01
15,1,1,1,1,2.550000e+00
16,3,1,3,3,8.500000e-01
17,6,2,3,2,2.550000e+00
18,1,1,1,4,1.700000e+00
19,3,1,3,1,1.700000e+00
20,3,1,3,2,2.550000e+00
21,4,2,1,3,8.500000e-01
22,1,1,1,1,2.550000e+00
23,1,1,1,1,1.700000e+00
24,3,1,3,1,8.500000e-01
25,5,2,2,4,8.500000e-01
26,6,2,3,4,2.550000e+00
27,1,1,1,4,8.500000e-01
28,2,1,2,2,1.700000e+00
29,6,2,3,2,2.550000e+00
30,5,2,2,4,2.550000e+00
31,2,1,2,2,2.550000e+00
32,6,2,3,3,1.700000e+00
33,5,2,2,3,8.500000e-01
34,4,2,1,1,8.500000e-01
35,4,2,1,2,8.500000e-01
36,5,2,2,3,1.700000e+00
37,6,2,3,1,2.550000e+00
38,1,1,1,4,1.700000e+00
39,6,2,3,3,8.500000e-01
40,1,1,1,4,8.500000e-01
41,4,2,1,2,1.700000e+00
42,4,2,1,4,1.700000e+00
43,6,2,3,2,8.500000e-01
44,3,1,3,1,1.700000e+00
45,4,2,1,1,2.550000e+00
46,1,1,1,3,1.700000e+00
47,3,1,3,1,2.550000e+00
48,3,1,3,3,8.500000e-01
49,4,2,1,4,1.700000e+00
50,1,1,1,3,2.550000e+00
51,4,2,1,2,8.500000e-01
52,5,2,2,2,2.550000e+00
53,2,1,2,3,1.700000e+00
54,4,2,1,4,2.550000e+00
